id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11,out_type_12,out_label_12,out_tit_12,out_type_13,out_label_13,out_tit_13,out_type_14,out_label_14,out_tit_14,out_type_15,out_label_15,out_tit_15,out_type_16,out_label_16,out_tit_16,out_type_17,out_label_17,out_tit_17,out_type_18,out_label_18,out_tit_18,out_type_19,out_label_19,out_tit_19,out_type_20,out_label_20,out_tit_20
47269882,Tsai (2002) MSR 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Computer Achievement - CL vs CSL - BBS Finals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224194,Tzuriel (1994),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Cognitive modifiability - metacognition,['Other outcome'],Secondary outcome(s),Cognitive modifiability - metacognition,['Other outcome'],Secondary outcome(s),Cognitive modifiability - metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223921,Unrau (1991),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Argument Assessment (t-test) grp 1 vs control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224033,Vaughn (2011),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates-MacGinitie Reading Test for Reading comprehension - Metacognition,['Other outcome'],Secondary outcome(s),The AIMSweb Maze assessment - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224077,Vauras (1999),['Other outcome'],Secondary outcome(s),Listening comprehension Regression analysis,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,3rd grade decoding  Regression analysis,['Other outcome'],Secondary outcome(s),Regression analysis ,['Other outcome'],Secondary outcome(s),Regression analysis ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224079,Verschaffel (1999),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Std. Achievement Test (ANOVA),['Other outcome'],Secondary outcome(s),WPT (ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224195,Ward (1993),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,IRI-Passage Comprehension,['Other outcome'],Secondary outcome(s),IRI-Word Identification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223929,Westbrook (1991),['Other outcome'],Primary outcome,CTSR-QD vs CT (post test only),['Other outcome'],Primary outcome,CTSR-HT vs CT (post test only),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,"Overall ES  (Meta analysis, fixed effects spreadsheet)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224080,Williams (2002),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading Academic-Study 1 Y1 (posttest means/SDs),['Other outcome'],Primary outcome,Reading Academic-Study 1 Y2 (posttest means/SDs),['Other outcome'],Primary outcome,Reading Academic-Study 2 Y1 (posttest means/SDs),['Other outcome'],Primary outcome,Reading Academic-Study 1 Y2 (posttest means/SDs),['Writing and spelling primary outcome.'],Secondary outcome(s),Writing academic-Study 1 Year 1 (posttest mean/SD),['Other outcome'],Secondary outcome(s),Writing academic-Study 1 Year 2 (posttest mean/SD),['Other outcome'],Secondary outcome(s),Writing academic-Study 2 Year 1 (posttest mean/SD),['Other outcome'],Secondary outcome(s),Writing academic-Study 2 Y2 (posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224034,Wright (2003) MSR,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Standard Test of Reading Skill (G2 v C),['Other outcome'],Primary outcome,Standard Test of Reading Skill (G2 v G1),['Other outcome'],Secondary outcome(s),Graded Word Reading Test (G2 v C),['Other outcome'],Secondary outcome(s),Graded Word Reading Test (G2 v G1),['Other outcome'],Secondary outcome(s),Graded Word Spelling Test (G2 v G1),['Writing and spelling primary outcome.'],Secondary outcome(s),Graded Word Spelling Test (G2 v C),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336799,Yeazell (1982) MSR,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Comprehensive Test of Basic Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224307,Zhang (2015),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Inquiry Practices Test (IPT),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224035,Zion (2005),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,TGSA (F2F+META vs F2F),['Other outcome'],Secondary outcome(s),TODIS (F2F+META vs F2F),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223933,Zohar (1993),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,CCT (posttes means/SDs),['Other outcome'],Secondary outcome(s),CAT (Posttest),['Other outcome'],Secondary outcome(s),Knowledge Test (posttest),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223934,Zohar (1994),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,GCT (t-test),['Science primary outcome'],Secondary outcome(s),GCT (t-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
