id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11,out_type_12,out_label_12,out_tit_12,out_type_13,out_label_13,out_tit_13,out_type_14,out_label_14,out_tit_14,out_type_15,out_label_15,out_tit_15,out_type_16,out_label_16,out_tit_16,out_type_17,out_label_17,out_tit_17,out_type_18,out_label_18,out_tit_18,out_type_19,out_label_19,out_tit_19,out_type_20,out_label_20,out_tit_20
38224006,Kramarski (2002),['Mathematics primary outcome'],Primary outcome,Authentic pizza task (low achievers),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Authentic pizza task (high achievers),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224004,Kramarski (2003) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematical Reasoning (adjusted mean unadjusted SD) posttest,['Other outcome'],Secondary outcome(s),Metacognitive Knowledge (adjusted mean and unadjusted SD) posttest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224005,Kramarski (2003) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Graph Interpretation- Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294921,Kramarski (2003) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematical Reasoning (adjusted mean unadjusted SD) posttest CAS+META vs CONT,['Other outcome'],Secondary outcome(s),Metacognitive Knowledge (adjusted mean and unadjusted SD) posttest CAS+META vs CONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336758,Kramarski (2003) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Graph Interpretation Test (IND+META vs IND),['Other outcome'],Secondary outcome(s),Graph Construction Test (IND+META vs IND),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224066,Kramarski (2004),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Graph Interpretation (Posttest means/SDs),['Other outcome'],Primary outcome,Graph Construction (Posttest Means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224001,Kramarski (2006),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematical Test - Part 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224295,Kramarski (2006) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Standard Mathematics Literacy test - Metacognition,['Other outcome'],Secondary outcome(s),Real-life Mathematics Literacy test - Metacognition,['Other outcome'],Secondary outcome(s),Online Real-life Mathematics Literacy test - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294922,Kramarski (2006) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Standard Mathematical Literacy Test - Metacognition,['Other outcome'],Secondary outcome(s),Real-life Mathematical Literacy test - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224009,Kramarski (2008),['Other outcome'],Primary outcome,Mathematical Reasoning - Procedural Skills,['Other outcome'],Primary outcome,Mathematical Reasoning - Problem-solving skills,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Overall ES for two Mathematical Reasoning outcomes,['Other outcome'],Secondary outcome(s),Conceptual Errors - Linear functions,['Other outcome'],Secondary outcome(s),Conceptual errors - Graph representations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224003,Kramarski (2009) MSR,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Authentic Mathematical Inquiry Task - Solution Accuracy,['Other outcome'],Primary outcome,Authentic Mathematical Inquiry Task - Explanation Accuracy,['Other outcome'],Primary outcome,Authentic Mathematical Inquiry Task - Explanation Quality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224268,Lane (2011),['Other outcome'],Primary outcome,Writing Performance - Opinion Essays ,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Writing Performance - Opinion Essays,['Other outcome'],Primary outcome,Writing Performance - Opinion Essays,['Other outcome'],Secondary outcome(s),Writing Performance - Story Writing ,['Other outcome'],Secondary outcome(s),Writing Performance - Story Writing ,['Other outcome'],Secondary outcome(s),Writing Performance - Story Writing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223955,Langdon (1984),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Davis Reading Test - Level of Comprehension,['Other outcome'],Secondary outcome(s),Main idea identification - Experimenter-constructed test,['Other outcome'],Secondary outcome(s),Main idea restatements in passage summary,['Other outcome'],Primary outcome,Davis - Comprehension - F test (adj),['Other outcome'],Secondary outcome(s),Main Idea Restatements - F test (adj),['Other outcome'],Secondary outcome(s),Summarisation - F test (adj),['Other outcome'],Secondary outcome(s),Main Idea Identification - F test (adj),['Other outcome'],Secondary outcome(s),Summarization efficiency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224154,Lederer (2000),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading comprehension (gain score t-test),['Other outcome'],Secondary outcome(s),Answer questions (t test),['Other outcome'],Secondary outcome(s),Generate Questions (t-test gain),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224155,León (1995),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Recall Task (ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223884,Lewanski (1998),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Cornell CT Test (t-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224010,Lizarraga (2010),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Academic A2,['Other outcome'],Primary outcome,Verbal Reasoning,['Other outcome'],Primary outcome,Numerical Reasoning,['Other outcome'],Primary outcome,Abstract Reasoning ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223956,Lonberger (1989),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates-MacGinities-grade 4 (posttest means/SDs),['Other outcome'],Primary outcome,Gates-MacGinities-grade 6 (posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224067,Loranger (1997),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading comprehension - metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224011,Lubliner (2005),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading Comprehension (posttest means/SDs),['Other outcome'],Secondary outcome(s),Vocabulory Acquisition Test (Posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224068,Lucangeli (1995) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Metamemory Questionnaire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090170,Lucangeli (1995) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,MT reading tests - Reading Comprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223887,Lundsteen (1963),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Lundsteen Post-Test of Critical Listening ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224156,Lysynchuk (1990),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates-MacGinitie Reading Comprehension Grade 4 - posttest,['Other outcome'],Primary outcome,Gates-MacGinitie Reading Comprehension Grade 7 - posttest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223957,MacDonald (1986),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Teast of Reading Comprehension ,['Other outcome'],Secondary outcome(s),Test of Reading Comprehension ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224298,Manlove (2007),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Lab report structure: PC+ vs PC- :MSR ,['Other outcome'],Secondary outcome(s),Lab report content: PC+ vs PC- :MSR,['Other outcome'],Secondary outcome(s),Model quality: PC+ vs PC- :MSR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224182,Maqsud (1998),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematics Achievement (posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223892,Marzano (1989),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,ITBS Composite score - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224117,Mason (2004),['Other outcome'],Secondary outcome(s),Main idea- Metacognition,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Summary - Metacognition,['Other outcome'],Secondary outcome(s),Orall Retell quality -Metacognition,['Other outcome'],Secondary outcome(s),Orall retell information units - Metacognition,['Other outcome'],Secondary outcome(s),Oral retell main ideas - Metacognition,['Other outcome'],Secondary outcome(s),Written retell quality -  Metacognition,['Other outcome'],Secondary outcome(s),Written retell information units - Metacognition,['Other outcome'],Secondary outcome(s),Written retell main ideas - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223895,McCarthy-Tucker (1998),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Raven's Standard Progressive Matrices Test (Business as usual control),['Other outcome'],Primary outcome,Raven's Standard Progressive Matrices Test (Active control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223959,Meloth (1992),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Comprehension total score (posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224184,Mercer (1999),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Reasoning ability - metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224070,Mevarech (1999),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematical Problem (total) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224013,Mevarech (2003),['Other outcome'],Secondary outcome(s),Immediate-LA,['Other outcome'],Secondary outcome(s),Immediate-HA,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mevarech-Kramarski algerba test(1997) - Total score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224014,Meyer (2010),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Canadian Achievement Test (version 4) - CAT-4 - Response to text - ideas,['Other outcome'],Primary outcome,Canadian Achievement Test (version 4) - CAT-4 - Response to text - support,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224015,Michalsky (2009) 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science Knowledge Test - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294927,Michalsky (2009) 1_2,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Test of Science Knowledge - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294928,Michalsky (2009) 1_3,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science Knowledge Test - Metacognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224158,Miller (1985) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Overall detection scores (immediate means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294929,Miller (1985) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Overall Detection Scores (immediate test means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223960,Miller (1987),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Transfer Post Questions (overall),['Other outcome'],Secondary outcome(s),Direct Post Questions (Overall),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224159,Miranda (1997),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TALE - Main Idea (posttest means/SDs),['Other outcome'],Secondary outcome(s),TALE - Recall test (posttest means/SDs),['Other outcome'],Secondary outcome(s),Cloze test (Posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224301,Molenaar (2011),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Recall Domain Knowledge (Control vs Scaffolding),['Other outcome'],Secondary outcome(s),Procedural Knowledge (Scaffolding vs Control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224300,Molenaar (2012),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,learning performance (writing papers),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296654,Motteram (2016),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,InCAS Maths,['Reading primary outcome'],Secondary outcome(s),InCAS Reading,['Other outcome'],SES/FSM outcome,InCAS Maths FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224017,Mourad (2009),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Writing Performance (t-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223961,Muñiz-Swicegood (1994),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,ITBS English Reading (Gain Scores),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224185,Muttart (1984),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CTBS,['Other outcome'],Secondary outcome(s),Primary Mental Abilities Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294934,Nelson (2003) MSR,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,TORC-3 (t-test posttest scores),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223962,Nolan (1991) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading Comprehension ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294935,Nolan (1991) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading Comprehension ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38223963,Nolte (1985),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Comprehension test (t-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
