id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11
37092708,Perkins (1988),['Other outcome'],Secondary outcome(s),VERB Mean Number of  Experimental Words Correct,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,VERB Number of correct words,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269862,Peverly (2001) FB,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates MacGinitie ,['Other outcome'],Secondary outcome(s),Gates MacGinitie - active control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888248,Phielix (2011),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Group Essay - Feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092592,Philippakos (2012),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,PEER GIVE Persuasive Writing - Quality Scores ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46887936,Philippakos (2016),['Other outcome'],Primary outcome,Persuasive writing quality reviewers v reader controls posttest adjusted,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Persuasive writing quality reviewers v time controls posttest adjusted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092593,Prater (1993),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,VERB PEER Overall Quality,['Other outcome'],Secondary outcome(s),VERB PEER Words,['Other outcome'],Secondary outcome(s),VERB PEER Idea Units,['Other outcome'],Secondary outcome(s),VERB PEER Sentences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47516125,Pridemore (1995) 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49106840,Pridemore (1995) 1_2,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092715,Reid (1988),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,VERB Speaking Task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092594,Reynolds (1988),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,VERB COPS (Content),['Other outcome'],Secondary outcome(s),VERB EDP (Content),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092778,Rickards (1978),['Other outcome'],Primary outcome,VERB Intentional Statements (MLQ vs NQ)-Good Comprehenders,['Other outcome'],Secondary outcome(s),VERB Intentional Concepts (MLQ vs NQ)-Good Comprehenders,['Other outcome'],Primary outcome,VERB Intentional Statements (MLQ vs NQ)-Poor Comprehenders,['Other outcome'],Secondary outcome(s),VERB Intentional Concepts (MLQ vs NQ)-Poor Comprehenders,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Verb: Poor+Good comprehdes: combined effect,['Other outcome'],Secondary outcome(s),VERB Intentional Statements (MLQ vs RLQ)-Good Comprehenders,['Other outcome'],Secondary outcome(s),VERB Intentional Concepts (MLQ vs RLQ)-Good Comprehenders,['Other outcome'],Secondary outcome(s),VERB Intentional Statements (MLQ vs RLQ)-Poor Comprehenders,['Other outcome'],Secondary outcome(s),VERB Intentional Concepts (MLQ vs RLQ)-Poor Comprehenders,['Other outcome'],Secondary outcome(s),VERB Poor Comprehenders MLQ versus RLQ,['Other outcome'],Secondary outcome(s),VERB Poor Comprehenders MLQ versus RLQ
38296661,Rienzo (2016),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,VERB GL Assessment (English) - Posttest,['Mathematics primary outcome'],Secondary outcome(s),VERB Access Maths Test (AMT) - Posttest,['Other outcome'],SES/FSM outcome,VERB GL Assessment-Reading,['Other outcome'],SES/FSM outcome,VERB AMT Maths (posttest adjusted),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092595,Rosenthal (2006),['Reading primary outcome'],Secondary outcome(s),WRIT Test of Word Reading Efficiency,['Other outcome'],Secondary outcome(s),WRIT Broad Written Language Cluster of the Woodcock Johnson Test of Achievement (raw scores),['Other outcome'],Secondary outcome(s),WRIT Test of Word Reading Efficiency (Grp 2),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,WRIT Woodcock Johnson Test of Achievement (Grp 2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294951,Roussey (1992) FB,['Other outcome'],Secondary outcome(s),Task performance: more expertise,['Other outcome'],Secondary outcome(s),Task performance: less expertise,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Task performance: combined fixed effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092719,Rust (1977),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Feedback - Science - Immediate Knowledge of Results & STEP,['Other outcome'],Secondary outcome(s),WRIT STEP Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41661278,Sarkis (2004),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Florida Comprehensive Assessment Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47516142,Schaffer (1986),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Recall (Video+Qs+KR) v Video+Qs,['Other outcome'],Secondary outcome(s),Acquisition rate Video+qs+KR v video+QS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092597,Schunk (1993),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,VERB Skill Test (Strategy Goal+FB vs Strategy),['Other outcome'],Secondary outcome(s),VERB Self Efficacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092598,Schunk (1993) 1_1,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Words/T unit - post-test scores (vs business as usual),['Other outcome'],Secondary outcome(s),Words/T unit - post-test scores (vs active control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090192,Schunk (1993) 1_2,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Word/T Unit (vs business as usual),['Other outcome'],Secondary outcome(s),Word/T-Unit (vs active control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296677,Siddiqui (2014),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,VERB Reading attainment-Feedback,['Mathematics primary outcome'],Secondary outcome(s),VERB Mathematics Attainment-Feedback,['Writing and spelling primary outcome.'],Secondary outcome(s),VERB Writing Attainment-Feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092727,Sonnenschein (1986),['Other outcome'],Secondary outcome(s),VERB Speaking/Listening/Criticism-Feedback,['Other outcome'],Secondary outcome(s),VERB Speaking - Feedback,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,VERB Listening - Feedback,['Other outcome'],Secondary outcome(s),VERB Criticism - Feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296682,Speckesser (2018),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,VERB FA Attainment 8 GCSE,['Other outcome'],SES/FSM outcome,VERB Attainment 8 GCSE-FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46887926,Story (1986),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Rate students choose to repeat task high performers v low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092790,Swanson (1977),['Other outcome'],Secondary outcome(s),F+REM Chemistry Achievement (Keller vs Control),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,F+REM Chemistry Achievement (Bloom vs Control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061134,Tait (1973) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,"DIG Y2,3 multiplication criterion measure - Active & passive feedback (Arm 1 & 2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294957,Tait (1973) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,DIG Criterion Test (feedback vs no feedback),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336793,Tenenbaum (1982) FB 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Summative Achievement (HMP),['Other outcome'],Secondary outcome(s),Summative Achievement (LMP),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336794,Tenenbaum (1982) FB 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Summative Achievement (HMP),['Other outcome'],Secondary outcome(s),Sumative Achievement (LMP),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294958,Tenenbaum (1986) FB,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,VERB Summative Achievement (Maths and Science),['Mathematics primary outcome'],Secondary outcome(s),VERB Summative Achievement - Algebra 9th Grade,['Science primary outcome'],Secondary outcome(s),VERB Summative Achievement - Science 6th Grade only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888106,Tobias (1976),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,READING Post test ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061135,Tobias (1984),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,DIG Nelson-Denny Reading Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092612,Tomita (2008),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,FERB FA Science Achievement (Phase 1),['Other outcome'],Primary outcome,VERB FA Science Achievement (Phase 2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092613,Tuominen (2008),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,VERB FA School mathematics tests,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294962,Van Oudenhoven (1987) FB,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,SCORE Spelling Test - Individual Feedback,['Other outcome'],Secondary outcome(s),SCORE Spelling - Shared Feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092614,VanEvera (2003),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,WRIT FA Physical Science textbook test bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092599,Vellella (1996),['Other outcome'],Secondary outcome(s),TEACH OLSAT,['Other outcome'],Secondary outcome(s),TEACH Spelling test 9 week grade,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,TEACH TWS ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888305,Vidal-Abarca (2014),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading Literacy Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092600,Wade-Stein (2004),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,DIG Writing Content Scores,['Other outcome'],Secondary outcome(s),DIG Writing quality scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092796,Wentling (1973),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,SCORE Achievement Final Comprehensive Exam - Feedback Specificity Main Effect. ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296697,Wiggins (2017),['Other outcome'],Secondary outcome(s),DIG KS2 Maths (over 1 year),['Other outcome'],Primary outcome,DIG KS2 Reading (Over 1 year),['Mathematics primary outcome'],Secondary outcome(s),DIG KS2 Maths (Over 2 years),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,DIG KS2 Reading Score (Over 2 years),['Other outcome'],Secondary outcome(s),DIG KS2 Maths (Over 1 Year) FSM,['Other outcome'],SES/FSM outcome,DIG KS2 Reading (over 1 Year) FSM,['Other outcome'],SES/FSM outcome,DIG KS2 Reading (Over 2 years) FSM,['Other outcome'],SES/FSM outcome,KS2 Maths (over 2 Yrs) FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888306,Wijekumar (2013),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gray Silent Reading Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888307,Wijekumar (2014),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gray Silent Reading Test ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46888308,Wijekumar (2017),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gray Silent Reading Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092615,William (2004),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,VERB FA End of Year Tests,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092601,Wise (1992) FB,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,VERB Maryland Writing Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092602,Wolter (1975) 1_1,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,SCORE Lamberg Scale 1 (Completeness),['Other outcome'],Secondary outcome(s),SCORE Lamberg Scale 2 (Development),['Other outcome'],Secondary outcome(s),SCORE Lamber Scale 3 (Length),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294963,Wolter (1975) 1_2,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Lamberg Scale 1 - Completeness,['Other outcome'],Secondary outcome(s),Lamber Scale 2: Development,['Other outcome'],Secondary outcome(s),Lamberg Scale 3: Length,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092800,Wyne (1979),['Other outcome'],Secondary outcome(s),SCORE Elementary - Metropolitan Achievement Test ,['Other outcome'],Secondary outcome(s),SCORE Intermediate - Metropolitan Achievement Test ,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,SCORE Combined - Metropolitan Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092616,Yin (2005),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,WRIT FA Multiple Choice (MC) Science Assessment ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092603,Young (2000),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,WRIT Writing Quality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092801,Zimmerman (1977),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,VERB CUE Sorting Results after Intervention,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
