id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11,out_type_12,out_label_12,out_tit_12,out_type_13,out_label_13,out_tit_13,out_type_14,out_label_14,out_tit_14
43090138,David (1974) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Wide Range Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253282,Durand (2002),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Determining the Meaning of Words - TAAS - Reading Achievement subtest,['Other outcome'],Secondary outcome(s),Identifying Supporting Ideas - TAAS - Reading Achievement subtest,['Other outcome'],Secondary outcome(s),Summarizing Written Texts - TAAS - Reading Achievement subtest,NA,Primary outcome,Perceiving Relationships and Recognising Outcomes  -TAAS - Reading Achievement subtest,['Other outcome'],Secondary outcome(s),Making inferences and generalizations - TAAS - Reading Achievement subtest,['Other outcome'],Secondary outcome(s),"Recognizing points of view, propaganda, and/or statements of fact and non-fact - TAAS - Reading Achievement subtest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253283,Dwight (2010),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,District Test - 4-Sight Benchmark Tests - Reading Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253253,Ellers (2009),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Alaska SBA Test - Language Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253205,Fonzi (1984),['Other outcome'],Primary outcome,SSAT Maths (items) Grade 3,['Other outcome'],Primary outcome,SSAT Maths (items) grade 5,['Other outcome'],Secondary outcome(s),SSAT Maths (Objectives) grade 3,['Other outcome'],Secondary outcome(s),SSAT Maths (Objectives) grade 5,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,SSAT Maths (items) Gr3+Gr5,['Other outcome'],Secondary outcome(s),SSAT Maths (Objectives) Gr3+Gr5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296676,Gorard (2014),['Mathematics primary outcome'],Secondary outcome(s),Summer School - Mathematics PiM,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Summer School - English PiE,['Other outcome'],SES/FSM outcome,FSM Summer School - English PiE,['Other outcome'],SES/FSM outcome,FSM Summer School - Mathematics PiM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253318,Harlow (2001),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,End-of-Grade Testing - Reading,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253285,Haymon (2009),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CTB Terra Nova Achievement test - Reading/Language Arts ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253320,Hink (1986),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Reading Achievement-Summer schools,['Mathematics primary outcome'],Primary outcome,Mathematics Achievement-Summer Schools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253321,Howes (1989),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,"Gates MacGinitie Reading Tests, Primary A, Form 2 - Comprehension Score",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
