strand,number_of_studies,%_since_2000,%_since_2000_padlock_scale,number_of_studies_padlock_scale,total_pupil_number,%_randomised,%_randomised_padlock_scale,%_high_eco_valid,mean_eco_valid_risk,%_high_eco_valid_padlock_scale,median_school_number,mean_number_Schools_risk,median_class_number,mean_class_risk,%_indep_eval,%_indep_eval_padlock_scale,mean_rand_risk,%_taught_res_staff_only,%_median_attrit_reported,%_median_attrit_reported_padlock_scale,New_padlock,MA_floor,filename
['EY_Early literacy approaches'],73,56.16438356164384,L,4,12806,53.4,M,84.9,2.7,L,4.0,2.0,14.0,2.75,11.0,M,2.767123287671233,0.2191780821917808,0.0,L,4,False,EY_ELA_20221212.json
