strand,number_of_studies,%_since_2000,%_since_2000_padlock_scale,number_of_studies_padlock_scale,total_pupil_number,%_randomised,%_randomised_padlock_scale,%_high_eco_valid,mean_eco_valid_risk,%_high_eco_valid_padlock_scale,median_school_number,mean_number_Schools_risk,median_class_number,mean_class_risk,%_indep_eval,%_indep_eval_padlock_scale,mean_rand_risk,%_taught_res_staff_only,%_median_attrit_reported,%_median_attrit_reported_padlock_scale,New_padlock,MA_floor,filename
"['Oral language interventions', 'EY_Communication and language approaches']",66,54.54545454545454,L,4,8071,59.1,M,90.9,2.82,L,2.0,1.71,7.5,2.82,3.0,H,2.772727272727273,0.24242424242424243,3.12,L,3,False,EY_CLA_20221209.json
