id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11,out_type_12,out_label_12,out_tit_12
41816507,Knudson (1970),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Metropolitan Advanced Reading Test - Arts Participation,['Writing and spelling primary outcome.'],Secondary outcome(s),Writing sample (number of deviations from standard English) - Arts Participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817207,Laurin (2010),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Words - Arts Participation,['Other outcome'],Secondary outcome(s),Adjectives  - Arts Participation,['Other outcome'],Secondary outcome(s),Different Adjectives - Arts Participation,['Other outcome'],Secondary outcome(s),Adverbs - Arts Participation,['Other outcome'],Secondary outcome(s),Different Adverbs - Arts Participation,['Other outcome'],Secondary outcome(s),Structure Rating - Arts Participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817155,Lu (1986),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Comprehension - Arts Participation,['Other outcome'],Secondary outcome(s),Letter sound - Arts Participation,['Other outcome'],Secondary outcome(s),Vocabulary - Arts Participation,['Other outcome'],Secondary outcome(s),Letter recognition - Arts Participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41816515,Lunz (1974),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Communication Task (combined all males and females),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41816504,Lyon-Haley (1978),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Words in free recall - Arts-sociodrama group,['Other outcome'],Secondary outcome(s),Words in structured recall-Arts - sociodrama,['Other outcome'],Primary outcome,Oral Language Ability - Solutions to open ended problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817042,McFadden (2010),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,DIBELS - Arts: drama,['Other outcome'],Secondary outcome(s),PSA - Arts: drama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817164,McGee (1981),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates MacGinitie Reading Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817100,McMahon (2003),['Other outcome'],Secondary outcome(s),Phoneme Segmentation-Reading through dance,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Code Knowledge: consonants -Reading through dance,['Other outcome'],Primary outcome,Code knowledge: Vowel-Reading through dance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817154,Mehr (2013),['Other outcome'],Primary outcome,PPVT - Arts: music group,"['Toolkit primary outcome', 'Mathematics primary outcome']",Secondary outcome(s),Numeric discrimination-Arts: music,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41425840,Menzies (2016),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,3rd Cohort Reading Outcome Y4/5,['Other outcome'],Secondary outcome(s),2nd Cohort Reading Outcome Y4/5/6,['Other outcome'],Secondary outcome(s),1st Cohort Reading Comprehension Y5/6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817022,Moore (1990),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Narrative Rating Scale (NRS) ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817152,Myant (2008),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Syllabic segmentation-Kodály music teaching,['Other outcome'],Secondary outcome(s),Alliteration-Kodály music teaching,['Other outcome'],Secondary outcome(s), Rhyme-Kodály music teaching,['Other outcome'],Secondary outcome(s), Letter knowledge-Kodály music teaching,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41816511,Norton (1973),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Coherence,['Other outcome'],Secondary outcome(s),Elaboration,['Other outcome'],Secondary outcome(s),Flexibility,['Other outcome'],Secondary outcome(s),Fluency ,['Other outcome'],Secondary outcome(s),Originality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817169,Olanoff (1969),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Metropolitan Achievement test (Reading) ,['Mathematics primary outcome'],Secondary outcome(s),Metropolitan Achieement Test (Maths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41817114,Orsmond (1999),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,PPVT: Receptive voc-music instruction,['Other outcome'],Secondary outcome(s),PEFT-music instruction,['Other outcome'],Secondary outcome(s),Puzzles-music instruction,['Other outcome'],Secondary outcome(s),VMI-music instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41816503,Pappas (1979),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,ITBS (exp vs control grps posttest),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41816499,Pate (1977),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Nelson Denny Reading Test - Arts Participation,['Other outcome'],Secondary outcome(s),STEP II: English Expression - Arts Participation,['Other outcome'],Secondary outcome(s),National Achievement Series: Vocabulary Test - Arts Participation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
