strand,number_of_studies,%_since_2000,%_since_2000_padlock_scale,number_of_studies_padlock_scale,total_pupil_number,%_randomised,%_randomised_padlock_scale,%_high_eco_valid,mean_eco_valid_risk,%_high_eco_valid_padlock_scale,median_school_number,mean_number_Schools_risk,median_class_number,mean_class_risk,%_indep_eval,%_indep_eval_padlock_scale,mean_rand_risk,%_taught_res_staff_only,%_median_attrit_reported,%_median_attrit_reported_padlock_scale,New_padlock,MA_floor,filename
"['Parental engagement', 'EY_Parental engagement']",94,61.702127659574465,L,5,45689,44.7,M,76.6,2.57,L,3.0,1.97,6.0,2.69,6.4,H,2.627659574468085,0.0851063829787234,0.0,L,4,False,EY_PE_20221202.json
