id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand
40642414,Green (1963) 1_1,1963,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",0.731,0.1334,['Pre-post gain'],ALL_SAT  Reading -Gr4 (mean/SD gain) Cross grade,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.731,0.1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,4,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5 ,45,['Toolkit: Setting or streaming']
45336740,Green (1963) 1_2,1963,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6865,0.1881,['Pre-post gain'],ALL_SAT  Reading -Gr5 (t-test calculation),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.6865,0.1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,4,NA,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,45,['Toolkit: Setting or streaming']
45336741,Green (1963) 1_3,1963,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6145,0.2646,['Pre-post gain'],ALL_SAT -Reading -Gr6 (t-test) cross grade comparison,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.6145,0.2646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,4,NA,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,45 ,['Toolkit: Setting or streaming']
40642415,Halliwell (1963) 1_1,1963,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.9449,0.2138,['Post-test unadjusted (select one from this group)'],ALL_CAT Reading Comprehension (posttest means/SDs),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.9449,0.2138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,1,NA,['Primary/elementary school'],"['6', '7', '8', '9']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,5,Not stated,['Toolkit: Setting or streaming']
45336744,Halliwell (1963) 1_2,1963,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2697,0.2009,['Post-test unadjusted (select one from this group)'],ALL_MAT Reading (Grade 2),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2697,0.2009,NA,NA,NA,['Mathematics primary outcome'],-0.4455,0.2026,NA,NA,NA,NA,NA,NA,295,1,NA,['Primary/elementary school'],"['6', '7', '8', '9']",NA,NA,['USA'],['Retrospective QED  '],['Other (Explain in notes)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,Intervention replaced normal teaching - equal to normal curriculum,Intervention replaced normal teaching - equal to normal curriculum,['Toolkit: Setting or streaming']
45336743,Halliwell (1963) 1_3,1963,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1813,0.2036,['Post-test unadjusted (select one from this group)'],ALL_MAT Reading (Grade 3),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1813,0.2036,NA,NA,NA,['Mathematics primary outcome'],-0.438,0.2057,NA,NA,NA,NA,NA,NA,295,1,NA,['Primary/elementary school'],"['6', '7', '8', '9']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,Intervention replaced all normal teaching,Intervention replaced all normal teaching,['Toolkit: Setting or streaming']
40642416,Hart (1959) 1_1,1959,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",1.399,0.2287,['Post-test unadjusted (select one from this group)'],ALL_CAT Reading Gain 4th to 5th grade ,With business as usual,['Sample: All'],Literacy  reading other,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",1.399,0.2287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,1,4,['Primary/elementary school'],"['10', '11', '12']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,85 ,['Toolkit: Setting or streaming']
45336747,Hart (1959) 1_2,1959,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",1.3651,0.2302,['Post-test unadjusted (select one from this group)'],ALL_ CAT Reading Gain 5th to 6th Grade,With business as usual,['Sample: All'],Literacy  reading other,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",1.3651,0.2302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94 ,1,9,['Primary/elementary school'],"['10', '11', '12']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,85 ,['Toolkit: Setting or streaming']
40397433,Hoffer (1991),1991,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Science primary outcome']",-0.1532,0.0439,['Post-test adjusted for baseline attainment'],ALL_Science Achievement (CSCIIRT),With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,['Mathematics primary outcome'],0.0833,0.0993,"['Toolkit primary outcome', 'Science primary outcome']",-0.1532,0.0439,NA,NA,NA,"3,116",52,NA,['Middle school'],"['12', '13']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5 ,60,['Toolkit: Setting or streaming']
40642422,Ingram (1960),1960,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4991,0.1341,['Post-test unadjusted (select one from this group)'],ALL_Cross Age_ParMeaning -C1 (Control1),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4991,0.1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405  ,3,NA,['Primary/elementary school'],"['6', '7', '8', '9']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],108,Not Specified,Not specified,['Toolkit: Setting or streaming']
40642425,Jones (1967),1967,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3073,0.2889,['Post-test unadjusted (select one from this group)'],ALL_Cross age_CAT Reading - S&S,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3073,0.2889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52 ,1,NA,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Individual RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],108,not stated,Not stated,['Toolkit: Setting or streaming']
40642436,Kline (1963),1963,['Dissertation or thesis'],['Setting or streaming'],['Toolkit primary outcome'],-0.0334,0.0711,['Post-test unadjusted (select one from this group)'],ALL_Composite Score,With business as usual,['Sample: All'],Combined subjects,['Test type: Standardised test '],['Reading primary outcome'],0.0139,0.0711,NA,NA,NA,['Mathematics primary outcome'],-0.0464,0.0711,['Science primary outcome'],-0.1161,0.0773,NA,NA,NA,796,4,NA,['Secondary/High school'],"['15', '16', '17', '18']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],108,5,60,['Toolkit: Setting or streaming']
40642437,Koontz (1961),1961,['Journal article'],['Setting or streaming'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.438,0.1377,['Post-test unadjusted (select one from this group)'],ALL_Reading (Iowa Test of Basic Skills) - Setting or Streaming,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.438,0.1377,NA,NA,NA,['Mathematics primary outcome'],-0.4826,0.1464,NA,NA,NA,NA,NA,NA,620 ,3,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,45,['Toolkit: Setting or streaming']
40642438,Koukeyan (1976) 1_1,1976,['Dissertation or thesis'],['Setting or streaming'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0311,0.143,['Post-test unadjusted (select one from this group)'],HIGH_CTBS Overall ES (post-test),With business as usual,['Sample: Exceptional'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0311,0.143,NA,NA,NA,NA,NA,NA,67,6,6,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],26,5,70,['Toolkit: Setting or streaming']
45336757,Koukeyan (1976) 1_2,1976,['Dissertation or thesis'],['Setting or streaming'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.042,0.213,['Post-test unadjusted (select one from this group)'],HIGH_CTBS Grade 5 Computation Posttest,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.042,0.213,NA,NA,NA,NA,NA,NA,88,6,6,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],26,5,70 ,['Toolkit: Setting or streaming']
45336756,Koukeyan (1976) 1_3,1976,['Dissertation or thesis'],['Setting or streaming'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0351,0.26,['Post-test unadjusted (select one from this group)'],HIGH_CTBS Grade 6 Computation Posttest,With business as usual,['Sample: High achievers'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0351,0.26,NA,NA,NA,NA,NA,NA,60,6,6,['Primary/elementary school'],"['11', '12']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],26,5,70 ,['Toolkit: Setting or streaming']
40642440,Loomer (1962) 1_1,1962,['Dissertation or thesis'],['Setting or streaming'],"['Toolkit primary outcome', 'Other outcome']",0.037,0.369,['Post-test unadjusted (select one from this group)'],High_ITBS - Composite Score,With business as usual,['Sample: High achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,5,8,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,Unclear.,['Toolkit: Setting or streaming']
