id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10
40134795,Rickel (1979),"['Toolkit primary outcome', 'Reading primary outcome', 'Mathematics primary outcome']",Primary outcome,Caldwell Preschool Inventory,['Other outcome'],Secondary outcome(s),Acting Out Mood Learning  (AML),['Other outcome'],Secondary outcome(s),Classroom Adjustment Rating Scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134793,Rickel (1981),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Caldwell (f-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134298,Ridley (1982),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,PIPS-Peer Solutions (verbal) Posttest means/SDs,['Other outcome'],Secondary outcome(s),PIPS-Mother Solutions ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134417,Rimm-Kaufman (2007),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,The Degrees of Reading Power Test,['Mathematics primary outcome'],Secondary outcome(s),CMT Math Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134806,Sandler (1975),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,GPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134828,Shelton (1997),"['Toolkit primary outcome', 'Reading primary outcome', 'Mathematics primary outcome']",Primary outcome,GPA (f-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134837,Shure (1993),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Consequential thinking skills (overall - T3 spring),['Other outcome'],Secondary outcome(s),Alternative Solution Skills (overall- T3),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134839,Silvern (1979),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,"Perspective Taking Logic (Flavell, 1968)",['Other outcome'],Secondary outcome(s),Affective Perspective Taking,['Other outcome'],Secondary outcome(s),"Perspective Taking Logic (Flavell, 1968)",['Other outcome'],Secondary outcome(s),Affective Perspective Taking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134840,Slavin (1984) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,CTBS: Maths - Behav. Interv.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336783,Slavin (1984) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,CTBS Achievement (F test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134418,Snyder (2010),['Mathematics primary outcome'],Secondary outcome(s),SAT 9-Math (posttest),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,SAT 9-Reading Assessment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134853,Stevahn (1996),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Academic Achievement,['Other outcome'],Secondary outcome(s),Academic Achievement Retention (t-test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134852,Stevahn (1997),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Academic Achievement Test (t test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134308,Suter (1988),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT - Behav. Interv.,['Other outcome'],Secondary outcome(s),PIAT - Behavioral Interv.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134197,Tobias (1999),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,School Grades (Posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134874,Tomlin (1995) 1_1,['Other outcome'],Secondary outcome(s),GPA (Grp 1 vs 3 - t test),"['Toolkit primary outcome', 'Reading primary outcome', 'Mathematics primary outcome']",Primary outcome,GPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090196,Tomlin (1995) 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,GPA (grp 2 vs 3 - t test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134883,Twemlow (2001),['Other outcome'],Secondary outcome(s),MAT: Composite - Beh.Interv.,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,MAT: Reading - Beh. Interv.,['Other outcome'],Secondary outcome(s),MAT: Maths - Beh. interv.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134199,Webb (2005),['Mathematics primary outcome'],Secondary outcome(s),FCAT-Math (f-test),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,FCAT-Reading (F test),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134902,Weinstein (1991),['Other outcome'],Secondary outcome(s),English - Beh. Inter,['Other outcome'],Secondary outcome(s),History - Behav. Interv.,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,GPA - behav. interv.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40134910,White (1996) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,GPA (means/SDs - 94/95),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40398948,Wigelsworth (2018),['Other outcome'],Secondary outcome(s),Behaviour Interventions - Maths and Reading Combined KS2,['Mathematics primary outcome'],Secondary outcome(s),Behaviour Interventions - Mathematics KS2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Behaviour Interventions - Reading Comprehension KS2,['Other outcome'],SES/FSM outcome,FSM Behaviour Intervention - Maths and Reading Combined KS2,['Other outcome'],SES/FSM outcome,FSM Behaviour Interventions - reading comprehension KS2,['Other outcome'],SES/FSM outcome,FSM Behaviour Interventions - Mathematics KS2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
