strand,number_of_studies,%_since_2000,%_since_2000_padlock_scale,number_of_studies_padlock_scale,total_pupil_number,%_randomised,%_randomised_padlock_scale,%_high_eco_valid,mean_eco_valid_risk,%_high_eco_valid_padlock_scale,median_school_number,mean_number_Schools_risk,median_class_number,mean_class_risk,%_indep_eval,%_indep_eval_padlock_scale,mean_rand_risk,%_taught_res_staff_only,%_median_attrit_reported,%_median_attrit_reported_padlock_scale,New_padlock,MA_floor,filename
['Oral language interventions'],63,52.38095238095239,L,4,6588,58.7,M,90.5,2.81,L,2.0,1.64,7.5,2.81,3.2,H,2.7777777777777777,0.25396825396825395,3.12,L,3,False,EY_CLA_20221125.json
