id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand
43090141,Dolan (1993) 1_3,1993,['Journal article'],"['Behaviour interventions', 'Mastery learning']","['Toolkit primary outcome', 'Reading primary outcome']",0.5292,0.1425,['Post-test unadjusted (select one from this group)'],CAT  reading - ML vs Ext. Boys,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5292,0.1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,19,21,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,NA,NA,['Toolkit: Behaviour interventions']
43090140,Dolan (1993) 1_4,1993,['Journal article'],"['Behaviour interventions', 'Mastery learning']","['Toolkit primary outcome', 'Reading primary outcome']",0.5482,0.1393,['Post-test unadjusted (select one from this group)'],CAT  Reading -ML vs Ext. G,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5482,0.1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,19,21,['Primary/elementary school'],"['6', '7']",NA,NA,['USA'],['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,NA,NA,['Toolkit: Behaviour interventions']
41683510,Englert (1972) 1_1,1972,['Dissertation or thesis'],['Mastery learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.6295,0.3209,NA,Seattle Algebra Test,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.6295,0.3209,NA,NA,NA,NA,NA,NA,41 ,1,6,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],"['Student alone (self-administered)', 'One to one']",['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers', 'Digital technology']",16,NA,40 ,['Toolkit: Mastery learning']
45336729,Englert (1972) 1_2,1972,['Dissertation or thesis'],['Mastery learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1752,0.3025,NA,Seattle Algebra Test,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1752,0.3025,NA,NA,NA,NA,NA,NA,44,1,6,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],19,NA,40,['Toolkit: Mastery learning']
45336730,Englert (1972) 1_3,1972,['Dissertation or thesis'],['Mastery learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0691,0.3148,NA,Seattle Algebra Test,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0691,0.3148,NA,NA,NA,NA,NA,NA,"Coding for teacher C in this study, as per coding instructions.   Total sample = 41 Control sample = 23 Experimental (Individualised Instruction) sample = 18",1,6,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],19,NA,40,['Toolkit: Mastery learning']
41683613,Fagan (1976),1976,['Dissertation or thesis'],['Mastery learning'],"['Toolkit primary outcome', 'Other outcome']",-0.7335,0.097,['Post-test adjusted for baseline attainment AND clustering'],IOWA Test of Basic Skills,With business as usual,['Sample: All'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508   ,2,17,['Middle school'],"['11', '12', '13', '14', '15']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],5,2,60,['Toolkit: Mastery learning']
43381437,Fulton (1970),1970,['Dissertation or thesis'],['Mastery learning'],"['Toolkit primary outcome', 'Science primary outcome']",1.0,0.1125,['Post-test adjusted for baseline attainment'],BSCS Comprehensive Final Exam Posttest Intervention v control,With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.0,0.1125,NA,NA,NA,40,1,2,['Secondary/High school'],"['14', '13']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'One to one']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,NA,NA,['Toolkit: Mastery learning']
41683661,Halliwell (1975) 1_1,1975,['Dissertation or thesis'],['Mastery learning'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0202,0.1815,['Post-test unadjusted (select one from this group)'],Gates-McGinitie Reading Total ,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0202,0.1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,6,NA,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],NA,12,2,15 ,['Toolkit: Mastery learning']
49106827,Halliwell (1975) 1_2,1975,['Dissertation or thesis'],['Mastery learning'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1154,0.1879,['Post-test adjusted for baseline attainment'],MacGinitie reading total - ML,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1154,0.1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,6,6,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Multisite RCT'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],12,2,40,['Toolkit: Mastery learning']
41683517,James (1969),1969,['Dissertation or thesis'],['Mastery learning'],"['Toolkit primary outcome', 'Science primary outcome']",NA,NA,NA,Achievement Test (Read General Science Test),With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",NA,NA,NA,NA,NA,36,NA,2,['Middle school'],"['12', '13']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'One to one']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,NA,NA,['Toolkit: Mastery learning']
