id,pub_author,pub_year,strand_raw,strand_info,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,post_t_mean_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
43099872,Bhattacharya (2004),2004,['Phonics'],NA,['Yes'],NA,NA,,NA,20,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""36.7\n38.1[¬e]""']",37.400 ,,"['Page 11:\n[¬s]""5.6""\n""5.4[¬e]""']",5.402 ,,NA,NA,,NA,NA,,NA,NA,,NA,20,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""26.2""\n""32.9[¬e]""']",29.550 ,,"['Page 11:\n[¬s]""6.7""\n""4.8[¬e]""']",6.633 ,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099888,Blachman (1994),1994,['Phonics'],NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
43099894,Blachman (1994),1994,['Phonics'],NA,['Yes'],NA,NA,,"['Page 6:\n[¬s]""84[¬e]""', 'Page 7:\n[¬s]""N = 84[¬e]""']",84,,"['Page 7:\n[¬s]""0.1[¬e]""']",0.1,,"['Page 7:\n[¬s]""0.4[¬e]""']",0.4,,"['Page 7:\n[¬s]""0.6[¬e]""']",0.6,,"['Page 7:\n[¬s]""1.6[¬e]""']",1.6,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""75[¬e]""', 'Page 7:\n[¬s]""N = 75[¬e]""']",75,,"['Page 7:\n[¬s]""0.1[¬e]""']",0.1,,"['Page 7:\n[¬s]""0.4[¬e]""']",0.4,,"['Page 7:\n[¬s]""1.0[¬e]""']",1.0,,"['Page 7:\n[¬s]""3.0[¬e]""']",3.0,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""F(1, 156) -- 3.09, p -~ 0.0807.[¬e]""']","Post-test between group treatment effects  F(1, 156) = 3.09, p = 0.0807.",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
43100011,Blachman (2004),2004,['Phonics'],NA,['Yes'],NA,NA,,"['Page 4:\n[¬s]""a Treatment group n ⫽ 37;[¬e]""']",37,,"['Page 4:\n[¬s]""78.24[¬e]""']",78.24,,"['Page 4:\n[¬s]""11.56[¬e]""']",11.56,,"['Page 4:\n[¬s]""89.73[¬e]""']",89.73,,"['Page 4:\n[¬s]""11.96[¬e]""', 'Page 4:\n[¬s]""11.96[¬e]""']",11.96,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""control group n ⫽ 32[¬e]""']",32,,"['Page 4:\n[¬s]""78.75[¬e]""']",78.75,,"['Page 4:\n[¬s]""10.00[¬e]""']",10,,"['Page 4:\n[¬s]""83.75[¬e]""']",83.75,,"['Page 4:\n[¬s]""11.29[¬e]""']",11.29,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 1:\n[¬s]""Growth curve analyses\nindicated significant differences in growth rate during the treatment year, but not during the follow-up\nyear.[¬e]""']",NA,
47269773,Bond (1967) Ph,1967,['Phonics'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
43099809,Bond (1995 ),1995,['Phonics'],NA,['Yes'],NA,see excel as there are 3 stratums kindergarten+1st grade+2nd grade - all stradums) Table 3,,NA,"368 (from excel group calculation for each group, Table 3)",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,"368 (from excel group calculation for each group, Table 3)",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47269774,Borman (2009) Ph,2009,['Phonics'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43100021,Brown (1990),1990,['Phonics'],NA,['Yes'],NA,NA,,NA,19,,NA,NA,,NA,NA,,NA,76.58,,NA,22.62,,NA,NA,,NA,NA,,NA,NA,,NA,23,,NA,NA,,NA,NA,,NA,64.61,,NA,23.26,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099891,Carrasco (1994),1994,['Phonics'],NA,['Yes'],"['Page 18:\n[¬s]""Table 1\nMeans, standard Deviation, and t test for tile experimental group\nand control group for reading achievement scores.""\n""Control (N=30[¬e]""', 'Page 18:\n[¬s]""Table 1\nMeans, standard Deviation, and t test for tile experimental group\nand control group for reading achievement scores[¬e]""']",Reading Achievement,,"['Page 18:\n[¬s]""Teatment (N« 30)[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""51.08[¬e]""']",51.08,,"['Page 18:\n[¬s]""3.9[¬e]""']",3.9,,NA,NA,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""Control (N=30[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""51.52[¬e]""']",51.52,,"['Page 18:\n[¬s]""8.1[¬e]""']",8.1,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""0.08[¬e]""']",t-value for difference in post-test means (treatment vs control) = 0.08,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671546,Clarke (2017),2017,"['Teaching assistants', 'Phonics', 'One to one tuition']",NA,['Yes'],"['Page 12:\n[¬s]""b Reading Ability Score. c Standard Score.[¬e]""', 'Page 12:\n[¬s]""NGRT b[¬e]""', 'Page 12:\n[¬s]""Table 2. Mean raw scores (and standard deviations) for the outcome measures for all groups at each time point, cohorts combined.""\n""b Reading Ability Score. c Standard Score.""\n""NGRT b""\n""WIAT IIReading Comprehension c""\n""Table 2. Mean raw scores (and standard deviations) for the outcome measures for all groups at each time point, cohorts combined.""\n""b Reading Ability Score. c Standard Score.""\n""NGRT b""\n""WIAT IIReading Comprehension c""\n""Table 2. Mean raw scores (and standard deviations) for the outcome measures for all groups at each time point, cohorts combined.[¬e]""', 'Page 12:\n[¬s]""Table 2. Mean raw scores (and standard deviations) for the outcome measures for all groups at each time point, cohorts combined.[¬e]""', 'Page 12:\n[¬s]""WIAT IIReading Comprehension c[¬e]""']","Descriptive Statistics of RI + C as intervention group using data from Table 2. Out of the two most linked outcomes to comprehension (NGRT and WIAT II Reading Comprehension), WIAT II indicates that it gives a standard score, whereas NGRT has been reported as a reading ability score. NGRT reported to match Toolkit primary outcome.",,"['Page 12:\n[¬s]""72[¬e]""']",72,,"['Page 12:\n[¬s]""239.25[¬e]""']",239.25,,"['Page 12:\n[¬s]""58.905)[¬e]""']",58.905,,"['Page 12:\n[¬s]""269.82[¬e]""']",269.82,,"['Page 12:\n[¬s]""(42.456)[¬e]""']",42.456,,NA,NA,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""67[¬e]""']",67,,"['Page 12:\n[¬s]""230.75[¬e]""']",230.75,,"['Page 12:\n[¬s]""(66.463[¬e]""']",66.463,,"['Page 12:\n[¬s]""246.99[¬e]""']",246.99,,"['Page 12:\n[¬s]""56.925[¬e]""']",56.925,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
39253281,Cleary (2001),2001,"['Summer schools', 'Phonics']",NA,['Yes'],NA,"Phonemic Awareness Interview (pre and post-test), adjusted post-means reported. Data from Table 5 and paragraph of page 34. ",,"['Page 33:\n[¬s]""40[¬e]""']",40,,"['Page 44:\n[¬s]""16.95[¬e]""']",16.95,,"['Page 44:\n[¬s]""4.13[¬e]""']",4.13,,"['Page 46:\n[¬s]""25.36[¬e]""']",25.36,,"['Page 46:\n[¬s]""4.05[¬e]""']",4.05,,NA,NA,,NA,NA,,NA,NA,,"['Page 33:\n[¬s]""22[¬e]""']",22,,"['Page 44:\n[¬s]""17.50[¬e]""']",17.50,,"['Page 44:\n[¬s]""2.90[¬e]""']",2.90,,"['Page 46:\n[¬s]""2121[¬e]""']",21.21,,"['Page 46:\n[¬s]""4.40[¬e]""']",4.40,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
47269791,Degé (2011) Ph,2011,['Phonics'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099870,del Rosario (2002),2002,['Phonics'],NA,['Yes'],NA,NA,,NA,33,,"['Page 5:\n[¬s]""47.23""\n""49.58[¬e]""']",48.371,,NA,3.761,,"['Page 5:\n[¬s]""54.05""\n""55.05[¬e]""']",54.535,,"['Page 5:\n[¬s]""3.50""\n""2.46[¬e]""']",3.036 ,,NA,NA,,NA,NA,,NA,"To help account for attrition, for post-test sample size I assume 1 participant dropped out from each of the two interventions groups.",,NA,17,,"['Page 5:\n[¬s]""48.18[¬e]""']",48.18,,"['Page 5:\n[¬s]""7.86[¬e]""']",7.86,,"['Page 5:\n[¬s]""51.37[¬e]""']",51.37,,"['Page 5:\n[¬s]""7.82[¬e]""']",7.82,,NA,NA,,NA,NA,,NA,"To help account for attrition, for post-test sample size I assume 1 participant dropped out from the control group.",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099992,Dynarski (2007) Ph,2007,['Phonics'],NA,['Yes'],NA,NA,,"['Page 113:\n[¬s]""1,617[¬e]""']",1617 ,,"['Page 118:\n[¬s]""109.13[¬e]""']",109.13,,"['Page 118:\n[¬s]""(10.42)[¬e]""']",10.42,,"['Page 119:\n[¬s]""111.53[¬e]""']",111.53,,"['Page 119:\n[¬s]""(12.53)[¬e]""']",12.53,,NA,NA,,NA,NA,,NA,NA,,"['Page 113:\n[¬s]""1,204[¬e]""']",1204,,"['Page 118:\n[¬s]""109.75[¬e]""']",109.75,,"['Page 118:\n[¬s]""(10.59)[¬e]""']",10.59,,"['Page 119:\n[¬s]""111.83[¬e]""']",111.83,,"['Page 119:\n[¬s]""(13.19)[¬e]""']",13.19,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099990,Ehri (2007) Ph,2007,['Phonics'],NA,['Yes'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
43099807,Eldredge (1991),1991,['Phonics'],NA,['Yes'],NA,NA,,NA,56,,NA,NA,,NA,NA,,NA,33.4,,NA,6.3,,NA,NA,,NA,NA,,NA,NA,,NA,49,,NA,NA,,NA,NA,,NA,27.1,,NA,8.8,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099812,Evans (1985) Ph,1985,['Phonics'],NA,['Yes'],NA,NA,,NA,200,,NA,NA,,NA,NA,,NA,27.42,,NA,3.61,,NA,NA,,NA,NA,,NA,NA,,NA,200,,NA,NA,,NA,NA,,NA,23.48,,NA,6.72,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47269796,Ewbank (2005) Ph,2005,['Phonics'],NA,['Yes'],NA,The same pupils are tested twice  control = baseline  intervention = post-treatment.,,NA,40,,"['Page 117:\n[¬s]""85.70[¬e]""']",85.7,,"['Page 117:\n[¬s]""6.17[¬e]""']",6.17,,"['Page 117:\n[¬s]""87.60[¬e]""']",87.6,,"['Page 117:\n[¬s]""6.36[¬e]""']",6.36,,"['Page 117:\n[¬s]""1.90[¬e]""']",1.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099804,Foorman (1997) 1_1,1997,['Phonics'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
46325674,Foorman (1997) 1_2,1997,['Phonics'],NA,['Yes'],NA,"synthetic, analytic and sight reading combined using spreadsheet",,NA,113,,NA,NA,,NA,NA,,NA,2.31 phono .575 ortho,,NA,.89 phon 1.01 ortho,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099811,Foorman (1998),1998,['Phonics'],NA,['Yes'],NA,NA,,"['Page 14:\n[¬s]""58[¬e]""']",58,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""96.7[¬e]""']",96.7,,"['Page 14:\n[¬s]""15.9[¬e]""']",15.9,,NA,NA,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""45[¬e]""']",45,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""89.0[¬e]""']",89.0,,"['Page 14:\n[¬s]""12.1[¬e]""']",12.1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099907,Ford (2009),2009,['Phonics'],NA,['Yes'],"['Page 103:\n[¬s]""Table 12\nDescriptive Statistics for Change in Scores on GMRT Reading Comprehension,\nPost – Pretest[¬e]""']",NA,,"['Page 103:\n[¬s]""9[¬e]""']",9,,"['Page 103:\n[¬s]""20.67[¬e]""']",20.67,,"['Page 103:\n[¬s]""4.33[¬e]""']",4.33,,"['Page 103:\n[¬s]""20.78[¬e]""']",20.78,,"['Page 103:\n[¬s]""5.47[¬e]""']",5.47,,"['Page 103:\n[¬s]""0.11[¬e]""']",0.11,,"['Page 103:\n[¬s]""6.49[¬e]""']",6.49,,NA,NA,,"['Page 103:\n[¬s]""9[¬e]""']",9,,"['Page 103:\n[¬s]""23.89[¬e]""']",23.89,,"['Page 103:\n[¬s]""9.66[¬e]""']",9.66,,"['Page 103:\n[¬s]""21.89[¬e]""']",21.89,,"['Page 103:\n[¬s]""8.16[¬e]""']",8.16,,"['Page 103:\n[¬s]""-2.00[¬e]""']",-2.00,,"['Page 103:\n[¬s]""8.03[¬e]""']",8.03,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099920,Frederickson (1996),1996,['Phonics'],NA,['Yes'],NA,NA,,"['Page 11:\n[¬s]""(n=24)[¬e]""']",24,,"['Page 8:\n[¬s]""78.90[¬e]""']",78.90,,"['Page 8:\n[¬s]""(6.00[¬e]""']",6.00,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""5.50[¬e]""']",5.50,,"['Page 11:\n[¬s]""(3.67[¬e]""']",3.67,,NA,Reported descriptive statistics are based on raw scores. Results are presented in terms of attainment ages.,,"['Page 11:\n[¬s]""(n=24[¬e]""']",24,,"['Page 8:\n[¬s]""80.50[¬e]""']",80.50,,"['Page 8:\n[¬s]""(6.90)[¬e]""']",6.90,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""4.42[¬e]""']",4.42,,"['Page 11:\n[¬s]""(4.29)[¬e]""']",4.29,,NA,Reported descriptive statistics are based on raw scores. Results are presented in terms of attainment ages.,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
43099805,Fulwiler (1980),1980,['Phonics'],NA,['Yes'],NA,NA,,"['Page 6:\n[¬s]""73[¬e]""']",73,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""2.90[¬e]""']",2.9,,"['Page 6:\n[¬s]"".830[¬e]""']",0.83,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""74[¬e]""']",74,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""2.22[¬e]""']",2.22,,"['Page 6:\n[¬s]"".950[¬e]""']",0.95,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099802,Gersten (1988) 1_1,1988,['Phonics'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46325675,Gersten (1988) 1_2,1988,['Phonics'],NA,['Yes'],NA,NA,,NA,96 reading comp,,NA,NA,,NA,NA,,NA,16.6,,NA,5.8,,NA,NA,,NA,NA,,NA,NA,,NA,45,,NA,NA,,NA,NA,,NA,15.9,,NA,6.9,,NA,NA,,NA,NA,,NA,NA,,NA,96 word knowledge,,NA,NA,,NA,NA,,NA,20.9,,NA,8.7,,NA,NA,,NA,NA,,NA,NA,,NA,45,,NA,NA,,NA,NA,,NA,21.1,,NA,9.6,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
47269803,Given (2008) Ph,2008,['Phonics'],NA,['Yes'],NA,NA,,NA,12,,NA,NA,,NA,NA,,"['Page 10:\n[¬s]""81.58[¬e]""']",81.58,,"['Page 10:\n[¬s]""(12.99)[¬e]""']",12.99,,NA,NA,,NA,NA,,NA,NA,,"['Page 10:\n[¬s]""(n = 13""\n""Group 5 reg.\neducatio[¬e]""']",13,,NA,NA,,NA,NA,,"['Page 10:\n[¬s]""81.77[¬e]""']",81.77,,"['Page 10:\n[¬s]""7 (12.64[¬e]""']",12.64,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296617,Gorard (2014),2014,"['Teaching assistants', 'One to one tuition', 'Phonics']",NA,['Yes'],NA,NA,,"['Page 20:\n[¬s]""155[¬e]""']",155,,"['Page 20:\n[¬s]""76.53[¬e]""']",76.53,,NA,NA,,"['Page 20:\n[¬s]""80.93[¬e]""']",80.93,,"['Page 20:\n[¬s]""9.23[¬e]""']",9.23,,"['Page 20:\n[¬s]""4.40[¬e]""']",4.40,,"['Page 20:\n[¬s]""8.18[¬e]""']",8.18,,NA,NA,,"['Page 20:\n[¬s]""153[¬e]""']",153,,"['Page 20:\n[¬s]""76.14[¬e]""']",76.14,,NA,NA,,"['Page 20:\n[¬s]""78.73[¬e]""']",78.73,,"['Page 20:\n[¬s]""9.29[¬e]""']",9.29,,"['Page 20:\n[¬s]""2.59[¬e]""']",2.59,,"['Page 20:\n[¬s]""6.53[¬e]""']",6.53,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296616,Gorard (2015),2015,"['Small group tuition', 'Phonics']",NA,['Yes'],"['Page 23:\n[¬s]""Table 5: Overall reading gain scores[¬e]""']",NA,,NA,215,,NA,251.8,,NA,65.4,,NA,279.5,,NA,59.9,,NA,27.5,,NA,47.7,,NA,Effect size = +0.24,,NA,204,,NA,274.2,,NA,58.2,,NA,290.6,,NA,53.3,,NA,16.7,,NA,42.1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
