id,pub_author,pub_year,strand_raw,strand_info,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,post_t_mean_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
40642388,Chiotti (1961),1961,['Setting or streaming'],NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
40642391,Cluff (1964),1964,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,48,,NA,6.25,,NA,0.57,,NA,8.86,,NA,0.99,,NA,NA,,NA,NA,,NA,NA,,NA,48,,NA,6.26,,NA,0.57,,NA,8.74,,NA,1.15,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642393,Culbertson (1961),1961,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642394,Daniels (1961) 1_1,1961,['Setting or streaming'],NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336726,Daniels (1961) 1_2,1961,['Setting or streaming'],NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
40642396,DeGrow (1964),1964,['Setting or streaming'],NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47269792,Duflo (2011) SetS,2011,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
40642401,Eddleman (1971),1971,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,80,,"['Page 31:\n[¬s]"")1.)1[¬e]""']",31.31,,"['Page 31:\n[¬s]""10.5)[¬e]""']",10.53,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 31:\n[¬s]""76[¬e]""']",76,,"['Page 31:\n[¬s]""29.32[¬e]""']",29.32,,"['Page 31:\n[¬s]""8.08[¬e]""']",8.08,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642407,Flair (1964),1964,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,107,,NA,NA,,NA,NA,,NA,68.68,,NA,24.42,,NA,NA,,NA,NA,,NA,NA,,NA,336,,NA,NA,,NA,NA,,NA,65.96,,NA,23.12,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642408,Fogelman (1978),1978,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
40642413,Gray (1931),1931,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,56,,NA,NA,,NA,NA,,NA,153.0,,NA,13.0,,NA,NA,,NA,NA,,NA,NA,,NA,36,,NA,NA,,NA,NA,,NA,150.5,,NA,14.4,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642414,Green (1963) 1_1,1963,['Setting or streaming'],NA,['Yes'],NA,NA,,"['Page 3:\n[¬s]""Each control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn[¬e]""']",120,,"['Page 4:\n[¬s]""o[¬e]""']",3.85,,"['Page 4:\n[¬s]""CO OS CD OS 00\nLO CO O t> r-i\nO rH rH O rH[¬e]""']",1.18,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""1.1[¬e]""']",1.17,,"['Page 5:\n[¬s]""0.74[¬e]""']",0.74,,NA,NA,,"['Page 3:\n[¬s]""Each control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each schoo[¬e]""']",120,,"['Page 4:\n[¬s]""O\n^rf<HH\nLO ""tf CO CO\no[¬e]""']",4.04,,"['Page 4:\n[¬s]""rH\nCN1 CM C- 00 tF\nrH rH O O ^r-i[¬e]""']",1.41,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""0.62[¬e]""']",0.62,,"['Page 5:\n[¬s]""0.76[¬e]""']",0.76,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336740,Green (1963) 1_2,1963,['Setting or streaming'],NA,['Yes'],NA,NA,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each schoo[¬e]""']",60,,"['Page 4:\n[¬s]""LO\nLO* CO Tj[¬e]""']",4.54,,"['Page 4:\n[¬s]""OS\nCM[¬e]""']",1.29,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""0.93[¬e]""']",0.93,,"['Page 5:\n[¬s]""0.79[¬e]""']",0.79,,NA,NA,,"['Page 3:\n[¬s]""ch control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each schoo[¬e]""']",60,,"['Page 4:\n[¬s]""HH\nm os tr[¬e]""']",4.74,,"['Page 4:\n[¬s]""00[¬e]""']",1.48,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""0.41[¬e]""']",.41,,"['Page 5:\n[¬s]""0.70[¬e]""']",0.70,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336741,Green (1963) 1_3,1963,['Setting or streaming'],NA,['Yes'],NA,NA,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school[¬e]""']",30,,NA,7.17,,NA,1.25,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school.[¬e]""']",30,,NA,7.19,,NA,1.44,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""0.78[¬e]""']",0.78,,"['Page 5:\n[¬s]""0.88[¬e]""']",0.88,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642415,Halliwell (1963) 1_1,1963,['Setting or streaming'],NA,['Yes'],NA,CAT grade 1 - reading comprehension,,NA,52,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""2.08[¬e]""']",2.08,,"['Page 6:\n[¬s]"".80[¬e]""']",0.8,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""46[¬e]""']",46,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""2.86[¬e]""']",2.86,,"['Page 6:\n[¬s]"".84[¬e]""']",0.84,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336744,Halliwell (1963) 1_2,1963,['Setting or streaming'],NA,['Yes'],NA,MAT-Reading,,"['Page 6:\n[¬s]""50[¬e]""']",50,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""3.10[¬e]""']",3.10,,"['Page 6:\n[¬s]"" 1.00[¬e]""']",1.0,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""50[¬e]""']",50,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""3.39[¬e]""']",3.39,,"['Page 6:\n[¬s]""1.13[¬e]""']",1.13,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336743,Halliwell (1963) 1_3,1963,['Setting or streaming'],NA,['Yes'],NA,MAT-Reading grade 3,,"['Page 6:\n[¬s]""47[¬e]""']",47,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""4.10[¬e]""']",4.10,,"['Page 6:\n[¬s]""1.48[¬e]""']",1.48,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""50[¬e]""']",50,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""4.38[¬e]""']",4.38,,"['Page 6:\n[¬s]""1.58[¬e]""']",1.58,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642416,Hart (1959) 1_1,1959,['Setting or streaming'],NA,"['No', 'Yes']",NA,NA,,NA,49,,NA,NA,,NA,NA,,NA,20.5,,NA,7.67,,NA,NA,,NA,NA,,NA,NA,,NA,47,,NA,NA,,NA,NA,,NA,10.2,,NA,6.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
45336747,Hart (1959) 1_2,1959,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,45,,NA,NA,,NA,NA,,NA,18,,NA,6.41,,NA,NA,,NA,NA,,NA,NA,,NA,49,,NA,NA,,NA,NA,,NA,8.67,,NA,7.1,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
40642418,Herr (1937),1937,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
40397433,Hoffer (1991),1991,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,The study lasted 2 years with regular testing,
40642421,Howell (1962),1962,['Setting or streaming'],NA,['Yes'],NA,NA,,NA,25,,NA,NA,,NA,NA,,NA,88,,NA,4.15,,NA,NA,,NA,NA,,NA,NA,,NA,25,,NA,NA,,NA,NA,,NA,84,,NA,5.31,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642422,Ingram (1960),1960,['Setting or streaming'],NA,['Yes'],NA,NA,,"['Page 5:\n[¬s]""results for the 68 children who\nwere completing their third full year in\nthe primary cycle at Washington\nSchool in 1959 were:[¬e]""']",68,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""ng..[¬e]""']",5,,"['Page 5:\n[¬s]""1.4[¬e]""']",1.4,,NA,NA,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""e results for the 337 third-g\nin the normal graded struc\nWashington Sc[¬e]""']",337,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""ng.. 4[¬e]""']",4.3,,"['Page 5:\n[¬s]""1.4[¬e]""']",1.4,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642423,Ivey (1965) 1_1,1965,['Setting or streaming'],NA,['Yes'],"['Page 3:\n[¬s]""Table 1\nMeans and standard deviations\nin achievement scores\nfor the experimental and control\ngroups at Grade 3[¬e]""']",NA,,"['Page 3:\n[¬s]""30\n4.1[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""4.3 years[¬e]""']",4.3 years,,"['Page 3:\n[¬s]""5.44 months[¬e]""']",5.44 months,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""30[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""4.1 years[¬e]""']",4.1 years,,"['Page 3:\n[¬s]""5.31 months[¬e]""']",5.31 months,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
45336750,Ivey (1965) 1_2,1965,['Setting or streaming'],NA,['Yes'],"['Page 4:\n[¬s]""Table 2\nMeans and standard deviations\nin achievement scores\nfor the experimental and control\ngroups at Grade 5[¬e]""']",NA,,"['Page 4:\n[¬s]""30[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""6.1 years[¬e]""']",6.1 years,,"['Page 4:\n[¬s]""9.64[¬e]""']",9.64 months,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""30[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""5.4 years[¬e]""']",5.4 years,,"['Page 4:\n[¬s]""4.93 months[¬e]""']",4.93 months,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642426,Jones (1948),1948,"['Setting or streaming', 'Individualised instruction']",NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642425,Jones (1967),1967,['Setting or streaming'],NA,['Yes'],NA,NA,,"['Page 2:\n[¬s]""Experi\xad\nmental""\n""N-27[¬e]""']",27,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""3.93[¬e]""']",3.93,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""Control\nGroup\nN-22[¬e]""']",22,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""3.76[¬e]""']",3.76,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],"['Page 2:\n[¬s]""The effects of the nongraded organization on pupil\nachievement were evaluated at the end of one and one-\nhalf school years, and again at the end of the third year\nby means of reading achievement tests.[¬e]""']","we have been asked to code the 3-year, therefore this is taken as outcome & no other follow-up exists",
40642427,Justman (1953),1953,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642428,Justman (1954),1954,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
40642429,Karnes (1963),1963,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40642431,Kerckhoff (1986) 1_1,1986,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336753,Kerckhoff (1986) 1_2,1986,['Setting or streaming'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40397368,Kissoon-Singh (1996) 1_1,1996,['Setting or streaming'],NA,['Yes'],NA,Table 6 - Students ’ Science Achievement Test (SSA T) - NB Post-test unadjusted - Comparison of homogenous HA (Int) vs heterogenous HA (Cont),,"['Page 109:\n[¬s]""high ability students in a\nhomogeneous grouping (n = 44)[¬e]""']",44,,"['Page 109:\n[¬s]""63.34[¬e]""']",63.34,,"['Page 109:\n[¬s]""12.43[¬e]""']",12.43,,"['Page 109:\n[¬s]""69 16[¬e]""']",69.16,,"['Page 109:\n[¬s]""13 68[¬e]""']",13.68,,NA,NA,,NA,NA,,NA,NA,,"['Page 109:\n[¬s]""high ability students in a heterogeneous group (n = 21)[¬e]""']",21,,"['Page 109:\n[¬s]""58.76[¬e]""']",58.76,,"['Page 109:\n[¬s]""10.14[¬e]""']",10.14,,"['Page 109:\n[¬s]""73.19[¬e]""']",73.19,,"['Page 109:\n[¬s]""9.06[¬e]""']",9.06,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
45336754,Kissoon-Singh (1996) 1_2,1996,['Setting or streaming'],NA,['Yes'],NA,Table 6 - Students ’ Science Achievement Test (SSA T) - NB Post-test unadjusted - Comparison of homogenous AA (Int) vs heterogenous AA (Cont) ,,"['Page 109:\n[¬s]""average ability students in a homogeneous grouping in = 44)[¬e]""']",44,,"['Page 109:\n[¬s]""42.11[¬e]""']",42.11,,"['Page 109:\n[¬s]""10.78[¬e]""']",10.78,,"['Page 109:\n[¬s]""49.52[¬e]""']",49.52,,"['Page 109:\n[¬s]""16.13[¬e]""']",16.13,,NA,NA,,NA,NA,,NA,NA,,"['Page 109:\n[¬s]""average ability students in a\nheterogeneous grouping (n = 21)[¬e]""']",21,,"['Page 109:\n[¬s]""44.76[¬e]""']",44.76,,"['Page 109:\n[¬s]""11.86[¬e]""']",11.86,,"['Page 109:\n[¬s]""58 86[¬e]""']",58.86,,"['Page 109:\n[¬s]""16.15[¬e]""']",16.15,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
