id,pub_author,pub_year,strand_raw,strand_info,toolkit_version,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,post_t_mean_ht_t_sd_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
74069973,Mackley (2009),2009,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,9,,"['Page 75:\n[¬s]""K\xad\nPALS Non-ESL Pre-test (M= 33.78, SD = 120.58[¬e]""', 'Page 79:\n[¬s]""Pre-test (M == 58.00, SD = 10.56[¬e]""']",33.78,,NA,120.58,,"['Page 75:\n[¬s]""K-PALS Non-ESL LNF Post-test\n(M= 51.56, S\'D = 37.52)[¬e]""', 'Page 79:\n[¬s]""Pre-test (M == 58.00, SD = 10.56""\n""Post-test (M =68.11, c)1) 4.65[¬e]""']",51.56,,NA,37.52,,NA,NA,,NA,NA,,NA,NA,,NA,9,,NA,58,,NA,10.56,,NA,68.11,,NA,4.65,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069974,Marshak (2011),2011,['Peer tutoring'],NA,['MT_2023 (in progress)'],NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,33,,NA,8.44,,NA,NA,,NA,72,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,24.72,,NA,10.47,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069975,Martí-Alcaide (2021),2021,['Peer tutoring'],NA,['MT_2023 (in progress)'],['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069976,Mastropieri (2005),2005,['Peer tutoring'],NA,['MT_2023 (in progress)'],NA,NA,NA,,NA,19,,NA,4.159,,NA,2.242,,NA,21.688,,NA,5.587,,NA,NA,,NA,NA,,NA,NA,,NA,20,,NA,4.490,,NA,2.113,,NA,17.035,,NA,6.28,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069977,Mattatall (2017),2017,['Peer tutoring'],NA,['MT_2023 (in progress)'],['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069978,McDuffie (2009),2009,['Peer tutoring'],NA,['MT_2023 (in progress)'],['Yes'],NA,NA,,NA,98,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""0.670[¬e]""']",0.67,,NA,0.168,,NA,NA,,NA,NA,,NA,NA,,NA,96,,NA,NA,,NA,NA,,NA,0.651,,NA,0.167,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069981,Mitchell (2016),2016,['Peer tutoring'],NA,['MT_2023 (in progress)'],NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069982,Müller (2016),2016,['Peer tutoring'],NA,['MT_2023 (in progress)'],['Yes'],NA,NA,,NA,34,,"['Page 11:\n[¬s]""5.97[¬e]""']",5.97,,NA,2.28,,NA,8.85,,NA,3.14,,NA,NA,,NA,NA,,NA,NA,,NA,34,,NA,6.29,,NA,1.85,,NA,7.85,,NA,3.16,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069983,Nnamani (2020),2020,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,35,,NA,50.28,,NA,5.96,,NA,73.22,,NA,9.40,,NA,22.94,,NA,NA,,NA,NA,,NA,40,,NA,49.72,,NA,6.13,,NA,58.35,,NA,7.47,,NA,8.63,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069984,Ohadugha (2020),2020,['Peer tutoring'],NA,['MT_2023 (in progress)'],['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069985,Oloyede (2019),2019,['Peer tutoring'],NA,['MT_2023 (in progress)'],['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069986,Olulowo (2020),2020,['Peer tutoring'],NA,['MT_2023 (in progress)'],['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069987,Onabanjo (2006),2006,['Peer tutoring'],NA,['MT_2023 (in progress)'],['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069988,Pastore (2008),2008,['Peer tutoring'],NA,['MT_2023 (in progress)'],['No'],"['Page 39:\n[¬s]""Table 1[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069989,Pilten (2016),2016,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,"['Page 8:\n[¬s]""26[¬e]""']",26,,"['Page 8:\n[¬s]""36.58[¬e]""']",36.58,,"['Page 8:\n[¬s]""3.18[¬e]""']",3.18,,"['Page 8:\n[¬s]""68.62[¬e]""']",68.62,,"['Page 8:\n[¬s]""3.9[¬e]""']",3.9,,NA,NA,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""28[¬e]""']",28,,"['Page 9:\n[¬s]""40.03[¬e]""']",40.03,,"['Page 9:\n[¬s]""3.41[¬e]""']",3.41,,"['Page 9:\n[¬s]""50.57[¬e]""']",50.57,,"['Page 9:\n[¬s]""4.49[¬e]""']",4.49,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069990,Puranik (2017),2017,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,22,,NA,32.4,,NA,19.1,,NA,53.0,,NA,16.1,,NA,NA,,NA,NA,,NA,NA,,NA,33,,NA,24.3,,NA,14.7,,NA,49.1,,NA,11.8,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069991,Puranik (2018),2018,['Peer tutoring'],NA,NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069993,Rafdal (2011) 1_1,2011,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,34,,NA,13.32,,NA,9.90,,NA,28.79,,NA,16.79,,NA,NA,,NA,NA,,NA,NA,,NA,21,,NA,18.03,,NA,7.35,,NA, 37.42,,NA,10.60,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069994,Rafdal (2011) 1_2,2011,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,34,,NA,17.81,,NA,13.09,,NA,34.63,,NA,16.78,,NA,NA,,NA,NA,,NA,NA,,NA,21,,NA,18.03,,NA,7.35,,NA,37.42,,NA,10.60,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069995,Rahman (2017),2017,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,5,,NA,41.75,,NA,5.123,,NA,67.50,,NA,1.291,,NA,NA,,NA,NA,,NA,NA,,NA,5,,NA,43.80,,NA,6.907,,NA,49.80,,NA,6.760,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069996,Roma (2019),2019,['Peer tutoring'],NA,NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069997,Scruggs (2012),2012,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,66,,"['Page 6:\n[¬s]""7.53[¬e]""']",7.53,,NA,2.6,,NA,12.38,,NA,3.1,,NA,NA,,NA,NA,,NA,NA,,NA,67,,NA,7.35,,NA,2.8,,NA,11.36,,NA,3.7,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069998,Simpkins (2009),2009,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,43,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,4.56,,NA,3.1,,NA,NA,,NA,43,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,4.72,,NA,2,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74069999,Song (2017),2017,['Peer tutoring'],NA,NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74070000,Spörer (2009),2009,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,60,,"['Page 10:\n[¬s]""3.14[¬e]""']",3.14,,NA,3.03,,NA,6.39,,NA,2.58,,NA,NA,,NA,NA,,NA,NA,,NA,66,,NA,4.13,,NA,1.94,,NA,4.47,,NA,2.05,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
74070001,Sumita (2021),2021,['Peer tutoring'],NA,NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74070002,Takala (2006),2006,['Peer tutoring'],NA,['MT_2023 (in progress)'],['Yes'],NA,NA,,NA,NA,,NA,8.5,,NA,3.635,,NA,11.055,,NA,3.558,,NA,NA,,NA,NA,,NA,NA,,NA,80,,NA,8.33,,NA,4.58,,NA,10.37,,NA,3.699,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
74070003,Thomas (2015),2015,['Peer tutoring'],NA,NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74070004,Thurston (2019),2019,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,1228,,NA,NA,,NA,NA,,NA,346.230,,NA,63.327,,NA,NA,,NA,NA,,NA,NA,,NA,1336,,NA,NA,,NA,350.323,,NA,65.111,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74070005,Thurston (2021),2021,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,NA,141,,NA,NA,,NA,NA,,NA,99.313,,NA,16.761,,NA,NA,,NA,NA,,NA,NA,,NA,145,,NA,NA,,NA,NA,,NA,98.840,,NA,15.507,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74070006,Tsuei (2020),2020,['Peer tutoring'],NA,NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74070007,Udaka (2009),2009,['Peer tutoring'],NA,NA,['Yes'],"['Page 113:\n[¬s]""_PPVT-2_[¬e]""']",NA,,"['Page 113:\n[¬s]""(15)[¬e]""']",15,,"['Page 113:\n[¬s]""97.53[¬e]""']",97.53,,NA,NA,,"['Page 113:\n[¬s]""104.60[¬e]""']",104.60,,NA,NA,,"['Page 113:\n[¬s]""7.07[¬e]""']",7.07,,"['Page 113:\n[¬s]""(1.387)[¬e]""']",1.387,,NA,NA,,"['Page 113:\n[¬s]""(13)[¬e]""']",13,,"['Page 113:\n[¬s]""97.15[¬e]""']",97.15,,NA,NA,,"['Page 113:\n[¬s]""101.62[¬e]""']",101.62,,NA,NA,,"['Page 113:\n[¬s]""4.46[¬e]""']",4.46,,"['Page 113:\n[¬s]""(1.761)[¬e]""']",1.761,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
74070008,Ullah (2018),2018,['Peer tutoring'],NA,['MT_2023 (in progress)'],NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
74070009,Ullah (2020),2020,['Peer tutoring'],NA,['MT_2023 (in progress)'],NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
74578044,Van Keer (2004) 1_2,2004,['Peer tutoring'],NA,['MT_2023 (in progress)'],['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
74070010,Van Keer (2005) 1_1,2005,['Peer tutoring'],NA,['MT_2023 (in progress)'],NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
74070011,Van Keer (2005) 1_2,2005,['Peer tutoring'],NA,['MT_2023 (in progress)'],NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,
74070012,Walker (2008),2008,['Peer tutoring'],NA,NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
74070013,Walker (2009),2009,['Peer tutoring'],NA,NA,['Yes'],"['Page 18:\n[¬s]""Table 3[¬e]""']",NA,,NA,14,,"['Page 18:\n[¬s]""0.90[¬e]""']",0.90,,"['Page 18:\n[¬s]""0.88[¬e]""']",0.88,,"['Page 18:\n[¬s]""3.50[¬e]""']",3.50,,"['Page 18:\n[¬s]""2.17[¬e]""']",2.17,,NA,NA,,NA,NA,,NA,NA,,NA,20,,"['Page 18:\n[¬s]""1.28[¬e]""']",1.28,,"['Page 18:\n[¬s]""1.60[¬e]""']",1.60,,"['Page 18:\n[¬s]""3.00[¬e]""']",3.0,,"['Page 18:\n[¬s]""1.75[¬e]""']",1.75,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 18:\n[¬s]""Delayed Posttest[¬e]""']",NA,
74070014,Walker (2009),2009,['Peer tutoring'],NA,NA,['Yes'],NA,NA,,"['Page 30:\n[¬s]""10[¬e]""']",10,,"['Page 30:\n[¬s]""0.90[¬e]""']",0.90,,"['Page 30:\n[¬s]""0.88[¬e]""']",0.88,,"['Page 30:\n[¬s]""3.60[¬e]""']",3.60,,"['Page 30:\n[¬s]""2.17[¬e]""']",2.17,,NA,NA,,NA,NA,,NA,NA,,"['Page 30:\n[¬s]""18[¬e]""']",18,,"['Page 30:\n[¬s]""1.28[¬e]""']",1.28,,"['Page 30:\n[¬s]""1.60[¬e]""']",1.60,,"['Page 30:\n[¬s]""3.67[¬e]""']",3.67,,"['Page 30:\n[¬s]""1.78[¬e]""']",1.78,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
