id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10,out_type_11,out_label_11,out_tit_11,out_type_12,out_label_12,out_tit_12,out_type_13,out_label_13,out_tit_13,out_type_14,out_label_14,out_tit_14
43099567,Noh (2005),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Problem-Solving Test Scores (Individual vs TAPPS),['Other outcome'],Primary outcome,Problem-Solving Test Score (TAPPS vs Control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099658,Okebukola (1985) 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science achievement,['Other outcome'],Secondary outcome(s),Science achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49106837,Okebukola (1985) 1_2,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science achievement,['Other outcome'],Secondary outcome(s),Science achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49106838,Okebukola (1985) 1_3,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science achievement,['Other outcome'],Secondary outcome(s),Science achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49106839,Okebukola (1985) 1_4,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science achievement,NA,Secondary outcome(s),Science achievement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099657,Okebukola (1986),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Chemistry Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099656,Okebukola (1986) 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325695,Okebukola (1986) 1_2,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science Achievement Test ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269860,Olson (1990) CL,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,VERB PEER Writing Quality,['Other outcome'],Secondary outcome(s),VERB PEER Writing Quality	,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099354,Ortiz (1996),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Daily Quizzes - Collaborative Learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099132,Ozsoy (2004),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Mathematics Test - Collaborative Learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40307336,Palincsar (1984),['Other outcome'],Secondary outcome(s),Social studies - Read.Comp,['Science primary outcome'],Secondary outcome(s),Science - Read.Compr.,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Summarising - Read.Compr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40307337,Palincsar (1987),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates-McGinitie Reading Comprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099358,Petersen (1991),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Math and Science Test,['Other outcome'],Secondary outcome(s),Reading Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111403,Piercy (1997),['Other outcome'],Secondary outcome(s),"CTBS -Level 15, Form B, Test 2","['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CTBS ANOVA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099568,Qualter (2000),['Other outcome'],Primary outcome,Student Achievement in Science (Grade 6),['Other outcome'],Primary outcome,Student Achievement in Science (Grade 9),['Other outcome'],Primary outcome,Student Achievement in Science (Grade 10),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,"Overall ES - Student Achievement in Science - Grades 6, 9 & 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099360,Ravid (1992),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Achievement tests - pre/post,['Other outcome'],Secondary outcome(s),Achievement tests - post only	,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099483,Reid (1992),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,IOWA test of Basic Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38111589,Reznitskaya (2001),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Test 2 (ANOVA),['Other outcome'],Secondary outcome(s),Test 3 (ANOVA),['Other outcome'],Secondary outcome(s),Test 4 (ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099363,Ross (1988) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Matching Information,['Other outcome'],Secondary outcome(s),Use of Categories,['Other outcome'],Secondary outcome(s),Interpreting a comparison,['Other outcome'],Secondary outcome(s),Comparative Thinking,['Other outcome'],Secondary outcome(s),Use of categories,['Other outcome'],Secondary outcome(s),Mathing Information ,['Other outcome'],Secondary outcome(s),Generating Alternatives,['Other outcome'],Secondary outcome(s),Developing Criteria ,['Other outcome'],Secondary outcome(s),Summarising Information,['Other outcome'],Secondary outcome(s),Interpreting a comparison,['Other outcome'],Secondary outcome(s),Generating Alternatives,['Other outcome'],Secondary outcome(s),Developing Criteria,['Other outcome'],Secondary outcome(s),Summarising Information,NA,NA,NA
46325696,Ross (1988) 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Matching Information,['Other outcome'],Secondary outcome(s),Use of Categories,['Other outcome'],Secondary outcome(s),Interpreting a comparison,['Other outcome'],Secondary outcome(s),Focusing a comparison,['Other outcome'],Secondary outcome(s),Identifying the cause,['Other outcome'],Secondary outcome(s),Identifying the Effect,['Other outcome'],Secondary outcome(s),Controlling the Variables,['Other outcome'],Secondary outcome(s),Matching Information,['Other outcome'],Secondary outcome(s),Use of Categories,['Other outcome'],Secondary outcome(s),Interpreting a Comparison,['Other outcome'],Secondary outcome(s),Identifying the Cause,['Other outcome'],Secondary outcome(s),Identifying the Effect,['Other outcome'],Secondary outcome(s),Controlling the Variables,['Other outcome'],Secondary outcome(s),Focusing an Experiment
43099461,Ross (2002),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294951,Roussey (1992) FB,['Other outcome'],Secondary outcome(s),Task performance: more expertise,['Other outcome'],Secondary outcome(s),Task performance: less expertise,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Task performance: combined fixed effects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099666,Samaha (2000),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,TONI Posttest,['Other outcome'],Secondary outcome(s),Explanation Posttest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40307409,Sampson (1982),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Gates MacGinite Reading Test (F-test),['Other outcome'],Secondary outcome(s),Quasi Cloze Comprehension Test (f-test),['Other outcome'],Secondary outcome(s),Gates-MacGinitie Vocabulary subtest (,['Other outcome'],Secondary outcome(s),Gates-MacGinitie Reading Test,['Other outcome'],Secondary outcome(s),Gates MacGinitie Vocab Test,['Other outcome'],Secondary outcome(s),Quasi Cloze Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269865,Sancilio (1992) CL,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Problem Solving (Logo) - Collaborative Learning,['Other outcome'],Secondary outcome(s),LOGO Mastery - Collaborative learning,['Other outcome'],Secondary outcome(s),Error Detection - Collaborative Learning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099463,Shaaban (2006),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,GMRT-Comprehension.,['Other outcome'],Primary outcome,GMRT-Vocabulary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099671,Shachar (1994),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Student Achievement in History,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099464,Shachar (2004),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Chemistry exams- Cooperative Learn. GI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269867,Sharan (1979) CL,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Achievement Score (Second Grade)- High ,['Other outcome'],Secondary outcome(s),Achievement Score (Second Grade)-Low,['Other outcome'],Secondary outcome(s),Achievement Score (Third Grade)-high,['Other outcome'],Secondary outcome(s),Achievement Score (Third Grade)-low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099373,Sherman (1986),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Cooperative Maths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099724,Shupe (2003),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Fractions Test (posttest),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099466,Singhanayok (1998) 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Ecology Test (High Achievement) - Collaborative Learning,['Other outcome'],Secondary outcome(s),Ecology Test (Low Achievement) - Collaborative Learning:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325700,Singhanayok (1998) 1_2,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Immediate posttest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099375,Skon (1981),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Metaphor Interpretation (Explanation),['Other outcome'],Secondary outcome(s),Metaphor Interpretation (Paraphrases),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099520,Slavin (1979),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CTBS Reading Comprehension,['Other outcome'],Secondary outcome(s),CTBS Reading Vocabulary,['Other outcome'],Secondary outcome(s),CTBS Language Mechanics,['Other outcome'],Secondary outcome(s),CTBS Language Expression,['Other outcome'],Secondary outcome(s),CTBS Math Computation,['Mathematics primary outcome'],Secondary outcome(s),CTBS Math Concepts & Applications,['Other outcome'],Secondary outcome(s),CTBS Social Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099241,Slavin (1979) 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Learning-Collaborative: Cooperative reward,['Other outcome'],Secondary outcome(s),Productiv.-Collaborative-Cooperat. Reward,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325701,Slavin (1979) 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Learning-Collaborative: Group quiz,['Other outcome'],Secondary outcome(s),Productivity-Collaborative-Group quiz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099379,Slavin (1980) 1_1,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Stand. English-Collaborative: Group task & reward,['Other outcome'],Secondary outcome(s),Curriculum-Collabor.: group task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325702,Slavin (1980) 1_2,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,English tests: Collaborat.-group task,['Other outcome'],Secondary outcome(s),Curriculum-Collabor.: group task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099381,Slavin (1981),['Other outcome'],Primary outcome,CTBS Vocabulary (posttest means/SDs),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CTBS - Reading comprehension (Posttest means/SDs),['Mathematics primary outcome'],Secondary outcome(s),CTBS - Math (posttest means/SDs) ,['Other outcome'],Secondary outcome(s),CTBS-Social Studies (Posttest means/SDs),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099682,Slavin (1981),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Englis mechs-COllaborat.: teams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099521,Slavin (1982) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,California Test of Basic Skills,['Other outcome'],Primary outcome,CRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325703,Slavin (1982) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,California Test of Basic Skills,['Other outcome'],Secondary outcome(s),CRT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099518,Slavin (1983),['Other outcome'],Primary outcome,CTBS Mathematics Computation (f test),['Other outcome'],Secondary outcome(s),CTBS Mathematics Concept and Application (f test),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Overall ES - both CTBS outcomes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099485,Slavin (1984),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Posttest Teams v Focused instruction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099486,Slavin (1984),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Comprehensive Test of Basic Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099487,Slavin (1984),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Comprehensive Test of Basic Skills (TAI vs CONTROL),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099727,Slavin (1984),"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,CTBS Achievement Score (TAI vs Control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099726,Slavin (1984) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Comprehensive Test of Basic Skills (TAI vs Control),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325704,Slavin (1984) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,California Test of Basic Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099484,Slavin (1985) 1_1,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Comprehensive Test of Basic Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325705,Slavin (1985) 1_2,"['Toolkit primary outcome', 'Mathematics primary outcome']",Primary outcome,Comprehensive Test of Basic Skills,['Other outcome'],Secondary outcome(s),Comprehensive Test of Basic Skills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099541,Slavin (2009) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,The Gates–MacGinitie reading test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325706,Slavin (2009) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,The Gates–MacGinitie reading test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099389,Smith (1981),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,BWCA - Collabor. Learn.,['Other outcome'],Secondary outcome(s),Achievement: Coal - Collabor.Learn.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099388,Smith (1982),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Achievement Test ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099572,Snyder (1995) 1_1,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science test - Collaborative Learn.-Cooperative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325707,Snyder (1995) 1_2,"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Science test - Collabor.: Coopera. Incentive ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099467,Souvignier (2007),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Mathematics & Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269872,Spaulding (1984) CL 1_1,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Achievement Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269873,Spaulding (1984) CL 1_2,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Achievement Test ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099688,Starr (1974),"['Toolkit primary outcome', 'Science primary outcome']",Primary outcome,Seventh-grade life-science achievement scores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099691,Stevahn (1996) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Academic Achievement Measures (Co-operative Untrained vs. Individualistic Untrained),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325708,Stevahn (1996) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Academic Achievement Measure (Trained group),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099545,Stevens (1987) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,CAT-Reading 1- Collabor.Learn.,['Other outcome'],Secondary outcome(s),CAT-Spelling1 - Collabor.Learn.,['Other outcome'],Secondary outcome(s),CAT-Reading 2 –Collab. Learn.CIRC ,['Other outcome'],Secondary outcome(s),CAT: vocab. 2 –Collab. Learn.CIRC ,['Other outcome'],Secondary outcome(s),CAT-Vocab. 1 - Collaborat. Learn.,['Other outcome'],Secondary outcome(s),CAT: spelling 2 –Collab. Learn.CIRC,['Other outcome'],Secondary outcome(s),CAT: vocab.3(author) –Collab. Learn.CIRC ,['Other outcome'],Secondary outcome(s),CAT: spelling 3(author) –Collab. Learn.CIRC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
