id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,cl_approach_spec,cl_grp_size,cl_collab_kind,cl_stud_collab,cl_extr_rewards,cl_what_rewards,cl_comp_elem,cl_teacher_role_info,cl_pup_feedback,cl_pup_feedback_who
43099169,Graziano (1976),1976,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.8651,0.1374,NA,Group v Individual incentive,With active control,NA,Cognitive  other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,2,NA,['Primary/elementary school'],"['8', '9', '6', '7']",NA,NA,['USA'],['Individual RCT'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Lay persons/volunteers'],0.1,1,NA,['Toolkit: Collaborative learning'],['Other (please specify)'],['3'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout', 'Peer collaboration during the tasks or activities, BUT with an individual outcome']",['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Group rewards for group performance? (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
47269812,Guntermann (1987) CL,1987,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",-0.0382,0.5001,['Post-test unadjusted (select one from this group)'],Final Product Score (dyadds vs 1 person - mean & SD) - Collaborative Learning,With business as usual,['Sample: All'],Curriculum  other,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['Canada'],['Prospective QED'],"['Paired learning', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['Yes'],['No'],"['Before/after school', 'Other (please specify)']",['Research staff'],0.6,3,50,['Toolkit: Collaborative learning'],['No research basis mentioned'],"['2', '3']","['Peer collaboration during the tasks or activities, BUT with an individual outcome', 'Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099537,Guthrie (1998) 1_1,1998,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0793,0.2114,['Post-test unadjusted (select one from this group)'],Text comprehension (grade 3),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0793,0.2114,NA,NA,NA,NA,NA,NA,['Science primary outcome'],-0.2603,0.2122,NA,NA,NA,90,3,4,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'Paired learning']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,1,50,['Toolkit: Collaborative learning'],['Other (please specify)'],['5'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
46325676,Guthrie (1998) 1_2,1998,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",0.423,0.2235,['Post-test unadjusted (select one from this group)'],Text comprehension (grade 5),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.423,0.2235,NA,NA,NA,NA,NA,NA,['Science primary outcome'],0.364,0.2228,NA,NA,NA,82,3,4,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,50,['Toolkit: Collaborative learning'],['Other (please specify)'],"['2', '3']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['No'],NA,['No'],['No'],['No'],NA
43099536,Guthrie (1999) 1_1,1999,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1479,0.2592,NA,CTBS Old knowledge,,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.1479,0.2592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Cluster RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,NA,NA,['Toolkit: Collaborative learning'],['Other (please specify)'],['2'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
46325677,Guthrie (1999) 1_2,1999,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",0.4791,0.202,['Post-test unadjusted (select one from this group)'],CTBS Reading two exercise combined,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.4791,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2,4,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)', 'Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,NA,NA,['Toolkit: Collaborative learning'],"['Other (please specify)', 'Sharan and Sharan: Group investigation model']","['2', '3']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['No'],NA,['No'],['No'],['No'],NA
43099538,Guthrie (2004) 1_1,2004,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",1.32,0.511,['Post-test unadjusted (select one from this group)'],Passage comp,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",1.32,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,4,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],12,5,90,['Toolkit: Collaborative learning'],['Other (please specify)'],NA,"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['No'],['No'],NA
46325678,Guthrie (2004) 1_2,2004,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",1.1878,0.6626,['Post-test unadjusted (select one from this group)'],Passage comp CORI v traditional instruction,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",1.1878,0.6626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)', 'Other (Explain in notes)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],12,5,90,['Toolkit: Collaborative learning'],['Other (please specify)'],['2'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['No'],['No'],NA
41425841,Hanley (2016),2016,['Technical report'],"['Metacognition and self-regulation', 'Collaborative learning']","['Toolkit primary outcome', 'Science primary outcome']",-0.0027,0.0261,['Post-test adjusted for baseline attainment AND clustering'],Science Attainment (KS3 SAT),With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,['Mathematics primary outcome'],-0.0269,0.0476,"['Toolkit primary outcome', 'Science primary outcome']",-0.0027,0.0261,NA,NA,NA,5882,51,NA,['Secondary/High school'],"['11', '12', '13']",FALSE,29.0,['England'],['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],66,.25,60,NA,['Other (please specify)'],['2'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['No'],NA,['No'],['No'],['No'],NA
43099441,Hänze (2007),2007,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.2351,0.1715,['Post-test adjusted for baseline attainment'],Academic performance (jigsaw as intervention and direct as control),With active control,['Sample: All'],Science,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.2351,0.1715,NA,NA,NA,137,NA,8,['Secondary/High school'],"['17', '18']",NA,NA,['Germany'],['Prospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],['During regular school hours '],['Peers'],0.2,1,120,['Toolkit: Collaborative learning'],['Aronson: JIGSAW groups or Home/Expert groups'],"['3', '4', '5']",['Peer collaboration during the task or process of the activity AND with a joint collaborative outcome BUT with different collaborative groups at different stages of the activity'],['No'],['No'],NA,['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
47269814,Harrison (1991) CL,1991,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.2103,0.1986,NA,Posttest for cognitive level one,With business as usual,NA,Cognitive  reasoning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1,10,['Middle school'],"['13', '14']",FALSE,34.0,['USA'],['Individual RCT'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['Yes'],['No'],['Unclear/ not specified'],['Research staff'],4,1,60,NA,['No research basis mentioned'],['3'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['Yes (Please highlight the relevant text.)'],"['Individual rewards for group performance?  (Please highlight the relevant text.)', 'Individual rewards for individual performance? (Please highlight the relevant text.)']",['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099130,Harskamp (2006),2006,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.6157,0.2872,['Post-test adjusted for baseline attainment'],Collaborative learning v Individual learning post-test,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.6157,0.2872,NA,NA,NA,50,1,9,['Secondary/High school'],['17'],NA,NA,['China'],['Cluster RCT'],"['Large group/class teaching (+6)', 'Paired learning']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Research staff'],6,1,50,['Toolkit: Collaborative learning'],['Other (please specify)'],['2'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['No'],NA,['No'],NA,['No'],NA
43099617,Hawkins (1985),1985,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.1567,0.1771,['Post-test unadjusted (select one from this group)'],CAT Total Battery (unadj means and SD),With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome', 'Mathematics primary outcome']",0.1186,0.177,NA,NA,NA,"['Toolkit primary outcome', 'Reading primary outcome', 'Mathematics primary outcome']",0.1186,0.177,NA,NA,NA,NA,NA,NA,1166,5  3 schools were Multisite and then the final 2 were cluster (1 for exp and 1 for control),8,['Middle school'],"['12', '13']",NA,NA,['USA'],['Individual RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,50,['Toolkit: Collaborative learning'],['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)'],['6'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['Yes (Please highlight the relevant text.)'],"['Group rewards for individual performance? (Please highlight the relevant text.)', 'Group rewards for group performance? (Please highlight the relevant text.)']",['No'],['No'],['No'],NA
43099714,Hernandez (1997),1997,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2,0.3069,['Post-test unadjusted (select one from this group)'],PSATRPE and PSATPOST,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2,0.3069,NA,NA,NA,NA,NA,NA,48,≥1,3,['Other educational setting (please specify)'],"['12', '13', '14']",NA,NA,['USA'],['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['No'],['No'],['No'],['Summer/ holiday period'],['Research staff'],2,5,150,['Toolkit: Collaborative learning'],['Other (please specify)'],['4'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Group rewards for group performance? (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
43099539,Hitchcock (2011),2011,['Technical report'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0555,0.0575,['Post-test adjusted for baseline attainment AND clustering'],Reading Comprehension ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0555,0.0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355,26,74,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Multisite RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38,2,45,['Toolkit: Collaborative learning'],['Other (please specify)'],"['4', '5', '6']","['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099442,Ho (2007),2007,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",-0.0593,0.2237,NA,Current Electricity Test score,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.0593,0.2237,NA,NA,NA,82,1,2,['Secondary/High school'],['16'],NA,NA,['Singapore'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",8,5,120,['Toolkit: Collaborative learning'],['No research basis mentioned'],"['4', '5']","['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099622,Holliday (1995),1995,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.2664,0.2021,['Post-test unadjusted (select one from this group)'],Academic Achievement,With business as usual,['Sample: All'],Curriculum  other,['Test type: National test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1,6,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],6,NA,NA,['Toolkit: Collaborative learning'],['Aronson: JIGSAW groups or Home/Expert groups'],"['4', '5']",['Peer collaboration during the task or process of the activity AND with a joint collaborative outcome BUT with different collaborative groups at different stages of the activity'],['No'],['Yes (Please highlight the relevant text.)'],['Individual rewards for group performance?  (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
47269816,Hooper (1993) CL,1993,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.3048,0.1581,NA,Post test,With active control,NA,Combined subjects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,1,6,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Unclear/ Not specified'],['Yes'],['No'],['Unclear/ not specified'],"['Peers', 'Digital technology']",3,1,50,['Toolkit: Collaborative learning'],['No research basis mentioned'],['2'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['Yes (Please highlight the relevant text.)'],['Individual rewards for group performance?  (Please highlight the relevant text.)'],['No'],['No'],['No'],NA
43099624,Hulten (1976),1976,['Technical report'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2602,0.1315,['Post-test unadjusted (select one from this group)'],Stanford Arithmetic Group v individual competition,With active control,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2602,0.1315,NA,NA,NA,NA,NA,NA,299,1,NA,['Middle school'],"['12', '13']",NA,NA,['USA'],['Cluster RCT'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],10,NA,50,['Toolkit: Collaborative learning'],['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)'],"['2', '3', '4', '5']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for group performance? (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099444,Işık (2009) 1_1,2009,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.5651,0.2623,['Post-test unadjusted (select one from this group)'],The Mathematics Achievement Test (MAT) - Post test unadjusted means and SD,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.5651,0.2623,NA,NA,NA,NA,NA,NA,77,1,2,['Primary/elementary school'],"['9', '10']",NA,NA,['Turkey'],"['Individual RCT', 'Prospective QED']",['Paired learning'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],12,NA,NA,['Toolkit: Collaborative learning'],['Other (please specify)'],['2'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['Yes (Please highlight the relevant text.)'],"['Group rewards for individual performance? (Please highlight the relevant text.)', 'Group rewards for group performance? (Please highlight the relevant text.)']",['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Teacher']
46325679,Işık (2009) 1_2,2009,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.2226,0.2567,['Post-test unadjusted (select one from this group)'],The Mathematics Achievement Test (MAT) - Unadj means & SD,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.2226,0.2567,NA,NA,NA,NA,NA,NA,73,1,2,['Primary/elementary school'],"['9', '10']",NA,NA,['Turkey'],['Individual RCT'],['Other (Explain in notes)'],['No'],['No'],['No'],['During regular school hours '],['Research staff'],12,No information given,No information provided,['Toolkit: Collaborative learning'],['Other (please specify)'],['3'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for individual performance? (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Teacher']
43099298,Jenkins (1994) ,1994,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.188,0.0865,['Pre-post gain'],Reading Achievement,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.188,0.0865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,2,24,['Primary/elementary school'],"['5', '6', '7', '8', '9', '10', '11', '12']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['Yes'],"['During regular school hours ', 'Before/after school']","['Class teachers', 'External teachers']",24,5,25,['Toolkit: Collaborative learning'],"['Slavin & Madden: Cooperative Integrated Reading and Composition (CIRC)', 'Other (please specify)']","['2', '4']","['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Group rewards for individual performance? (Please highlight the relevant text.)'],['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099306,Johnson (1976),1976,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",-1.1666,0.4,['Post-test unadjusted (select one from this group)'],English language and arts,With active control,['Sample: All'],Literacy  speaking and listening/oral language,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,1,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Individual RCT'],['Other (Explain in notes)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],4,5,50,['Toolkit: Collaborative learning'],['Other (please specify)'],['4'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['No'],NA,['No'],['No'],['No'],NA
43099631,Johnson (1986),1986,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.9103,0.3045,['Post-test unadjusted (select one from this group)'],Achievement Test,With business as usual,['Sample: All'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,2,['Middle school'],"['11', '12', '13']",NA,NA,['USA'],['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],2,5,45,['Toolkit: Collaborative learning'],['No research basis mentioned'],['4'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for individual performance? (Please highlight the relevant text.)'],['No'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],NA
43099311,Johnson (1993),1993,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.8212,0.359,NA,Total Test,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.8212,0.359,NA,NA,NA,34,1,4,"['Primary/elementary school', 'Secondary/High school']","['10', '11']",NA,NA,['USA'],['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],6,1,55,['Toolkit: Collaborative learning'],['Other (please specify)'],['3'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for group performance? (Please highlight the relevant text.)'],['No'],['No'],['No'],NA
40307308,Johnson-Glenberg (2000) 1_1,2000,['Journal article'],"['Reading comprehension strategies', 'Collaborative learning']","['Toolkit primary outcome', 'Reading primary outcome']",0.2099,0.3539,['Post-test adjusted for baseline attainment'],Gates Comprehension (RT vs Control),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2099,0.3539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,5,NA,['Primary/elementary school'],"['8', '9', '10', '11']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'External teachers']",10 ,4,30 ,"['Toolkit: Collaborative learning', 'Toolkit: Reading comprehension strategies']",['Other (please specify)'],"['2', '3', '4', '5']","['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43090168,Johnson-Glenberg (2000) 1_2,2000,['Journal article'],"['Reading comprehension strategies', 'Collaborative learning']","['Toolkit primary outcome', 'Reading primary outcome']",-0.1026,0.3392,['Post-test adjusted for baseline attainment'],Gates-MacGinitie-V/V vs control ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1026,0.3392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,5,NA,['Primary/elementary school'],"['8', '9', '10', '11']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Research staff'],10 ,4,30 ,"['Toolkit: Collaborative learning', 'Toolkit: Reading comprehension strategies']",['No research basis mentioned'],"['2', '3', '4', '5']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099633,Kahl (1994),1994,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.8,0.36,['Post-test unadjusted (select one from this group)'],Associative matching task,With active control,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.8,0.36,NA,NA,NA,33,4,NA,['Primary/elementary school'],"['11', '12']",NA,NA,['Canada'],['Individual RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",0.2,1,50,['Toolkit: Collaborative learning'],['Other (please specify)'],['4'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Teacher']
40307310,Kelly (1994),1994,['Journal article'],"['Reading comprehension strategies', 'Collaborative learning']","['Toolkit primary outcome', 'Reading primary outcome']",0.8716,0.6168,['Post-test adjusted for baseline attainment'],PAT - Read.Compr. (Gr1 vs control),With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.8716,0.6168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,['New Zealand'],['Retrospective QED  '],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],4,5,20,['Toolkit: Reading comprehension strategies'],['Other (please specify)'],"['3', '4', '6']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Teacher']
