id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,cl_approach_spec,cl_grp_size,cl_collab_kind,cl_stud_collab,cl_extr_rewards,cl_what_rewards,cl_comp_elem,cl_teacher_role_info,cl_pup_feedback,cl_pup_feedback_who
43099420,Acar (2007),2007,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",2.4708,0.4242,['Post-test unadjusted (select one from this group)'],Electrochemistry concept test,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",2.4708,0.4242,NA,NA,NA,41,1,2,['Secondary/High school'],['17'],NA,NA,['Turkey'],['Cluster RCT'],['Other (Explain in notes)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],3,2,45,['Toolkit: Collaborative learning'],['Other (please specify)'],['5'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099421,Acar (2008),2008,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",2.6978,0.3725,['Post-test unadjusted (select one from this group)'],Metallic Bonding Concept Test,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",2.6978,0.3725,NA,NA,NA,57,1,2,['Secondary/High school'],['15'],NA,NA,['Turkey'],['Cluster RCT'],['Other (Explain in notes)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,['Toolkit: Collaborative learning'],['Other (please specify)'],"['5', '6']","['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099422,Adeyemi (2008),2008,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",2.4608,0.2674,NA,Social Studies Achievement Test,With business as usual,NA,Social Studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,['Secondary/High school'],"['11', '12', '13', '14', '15']",NA,NA,['Nigeria'],['Prospective QED'],['Small group/intensive support (3-5)'],['No'],['No'],['No'],['During regular school hours '],['Research staff'],4,3,35,NA,['Other (please specify)'],['5'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['No'],NA,['No'],['No'],['No'],NA
47269762,Aguirre (1997) CL,1997,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",-0.0213,0.3536,NA,Geographical locations,With active control,NA,Curriculum  other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['USA'],['Retrospective QED  '],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Class teachers'],1,5,25,['Toolkit: Collaborative learning'],"['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)', 'Aronson: JIGSAW groups or Home/Expert groups', 'Slavin & Madden: Cooperative Integrated Reading and Composition (CIRC)', 'Other (please specify)', 'Sharan and Sharan: Group investigation model']",['4'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['No'],NA,['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099123,Araz (2007),2007,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.158,0.1378,['Post-test unadjusted (select one from this group)'],Genetic Achievement Test-academic knowledge (posttest),With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.158,0.1378,NA,NA,NA,217,1,2,['Secondary/High school'],"['14', '13', '15']",NA,NA,['Turkey'],['Cluster RCT'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],5,4,40,['Toolkit: Collaborative learning'],['Other (please specify)'],['More than 8'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099265,Armstrong (1998),1998,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.0859,0.3037,['Post-test adjusted for baseline attainment'],Posttest Academic Achievement Total Scores,With business as usual,['Sample: All'],Social Studies,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,1,2,['Secondary/High school'],"['17', '18']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],6,1,NA,['Toolkit: Collaborative learning'],['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)'],"['4', '5', '6']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for individual performance? (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
43099584,Artzt (1983),1983,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.74,0.13,['Post-test adjusted for baseline attainment'],Achievement,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.74,0.13,NA,NA,NA,NA,NA,NA,342,3,14,['Secondary/High school'],"['14', '15', '16', '17']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],20,1.5,20,['Toolkit: Collaborative learning'],['Other (please specify)'],"['3', '4', '5']",['Peer collaboration during the task or process of the activity AND with a joint collaborative outcome BUT with different collaborative groups at different stages of the activity'],['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for individual performance? (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
47269766,Atkins (1993) CL,1993,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7442,0.3672,['Post-test unadjusted (select one from this group)'],Math achievement ,With active control,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.7442,0.3672,NA,NA,NA,NA,NA,NA,33,1,2,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Cluster RCT'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['No'],"['No', 'Yes']",['During regular school hours '],['Research staff'],10,2,40,['Toolkit: Collaborative learning'],"['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)', 'Other (please specify)']",['4'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Group rewards for group performance? (Please highlight the relevant text.)'],['No'],['No'],['No'],NA
43099549,Balfakih (2003),2003,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.7595,0.1952,['Post-test unadjusted (select one from this group)'],Science Multi-Choice Exam,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.7595,0.1952,NA,NA,NA,486,4,16,['Secondary/High school'],['16'],NA,NA,['United Arab Emirates'],['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],12,2,50,['Toolkit: Collaborative learning'],['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)'],"['4', '5']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['Yes (Please highlight the relevant text.)'],['Individual rewards for group performance?  (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
43099586,Banghart (1963),1963,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.047,0.1491,NA,California Arithmetic Achievement,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.047,0.1491,NA,NA,NA,NA,NA,NA,180,1,1,['Middle school'],"['12', '13']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],3,5,NA,['Toolkit: Collaborative learning'],['No research basis mentioned'],NA,"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout', 'Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099479,Barbato (2000),2000,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.8412,0.1448,['Post-test adjusted for baseline attainment'],Math II,With business as usual,['Sample: All'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.8412,0.1448,NA,NA,NA,NA,NA,NA,208,1,8,['Secondary/High school'],"['15', '16']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Unclear/not specified'],38,NA,NA,['Toolkit: Collaborative learning'],['No research basis mentioned'],"['4', '5']","['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],NA
47269768,Bellows (1986) CL,1986,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.0,0.31,['Pre-post gain'],Achievement,With active control,['Sample: All'],Curriculum  other,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,3,['Primary/elementary school'],"['7', '8']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Research staff'],2,5,40,['Toolkit: Collaborative learning'],"['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)', 'Sharan and Sharan: Group investigation model', 'Other (please specify)']",['2'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['Yes (Please highlight the relevant text.)'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099589,Bianchini (1997),1997,['Journal article'],['Collaborative learning'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1,NA,['Middle school'],"['11', '12']",NA,NA,['USA'],['Cluster RCT'],['Small group/intensive support (3-5)'],['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",16,NA,NA,NA,['Other (please specify)'],"['4', '5']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['No'],NA,['No'],['No'],['No'],NA
38296602,Biggart (2015),2015,['Technical report'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0299,0.0437,['Post-test adjusted for baseline attainment AND clustering'],GL Assessment New Group Reading Teast (NGRT),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0299,0.0437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117,25,NA,"['Secondary/High school', 'Middle school']","['11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],38,5,60,['Toolkit: Collaborative learning'],['Other (please specify)'],['2'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for group performance? (Please highlight the relevant text.)'],['No'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Teacher']
43099430,Bilgin (2006),2006,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",1.8747,0.2591,['Post-test adjusted for baseline attainment'],Chemical Equilibrium Achievement Test (CEAT),With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.8747,0.2591,NA,NA,NA,87,1,2,['Secondary/High school'],"['15', '16']",NA,NA,['Turkey'],['Individual RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],4,5,45,['Toolkit: Collaborative learning'],['Other (please specify)'],['4'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],"['Individual rewards for group performance?  (Please highlight the relevant text.)', 'Group rewards for group performance? (Please highlight the relevant text.)']",['No'],['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],"['Students', 'Teacher']"
43099269,Bonaparte (1990),1990,['Dissertation or thesis'],"['Collaborative learning', 'Mastery learning']","['Toolkit primary outcome', 'Mathematics primary outcome']",1.7644,0.2239,['Post-test adjusted for baseline attainment'],Mathematics,With active control,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.7644,0.2239,NA,NA,NA,NA,NA,NA,112,4,8,['Primary/elementary school'],"['7', '8']",TRUE,86.5,['USA'],['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",NA,NA,NA,"['Toolkit: Collaborative learning', 'Toolkit: Mastery learning']",['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)'],"['4', '5']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['Yes (Please highlight the relevant text.)'],['Individual rewards for individual performance? (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
47269775,Bos (1992) CL,1992,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Other outcome']",0.7384,0.3818,['Post-test unadjusted (select one from this group)'],Multiple test score,With no equivalent teaching,['Sample: Low achievers'],Combined subjects,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['11', '12', '13', '14']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Research staff'],5,1,50,['Toolkit: Collaborative learning'],['Other (please specify)'],['4'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099531,Bramlett (1994),1994,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1019,0.1011,NA,CAT - Comprehension,With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.1019,0.1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,8,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],['Class teachers'],19,5,50,"['Toolkit: Collaborative learning', 'Toolkit: Reading comprehension strategies']",['Slavin & Madden: Cooperative Integrated Reading and Composition (CIRC)'],"['4', '5']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],"['Group rewards for individual performance? (Please highlight the relevant text.)', 'Group rewards for group performance? (Please highlight the relevant text.)']",['Yes (Please highlight the relevant text.)'],['No'],['No'],NA
43099532,Calderón (1998),1998,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0579,0.1518,NA,TAAS (combined grade 2 and 3),With business as usual,NA,Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",-0.0579,0.1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,7,NA,"['Primary/elementary school', 'Independent/private school']","['7', '8', '9']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,5,120,['Toolkit: Collaborative learning'],['Slavin & Madden: Cooperative Integrated Reading and Composition (CIRC)'],['4'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['No'],['No'],NA
43099494,Cannaday (1990),1990,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.5424,0.2354,['Post-test adjusted for baseline attainment'],Maths Total ,With business as usual,['Sample: All'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.5424,0.2354,NA,NA,NA,NA,NA,NA,99,NA,6,['Middle school'],"['11', '12']",NA,NA,['USA'],['Individual RCT'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)']",['Yes (Please specify)'],['No'],['No'],['Summer/ holiday period'],['Class teachers'],5,NA,NA,['Toolkit: Collaborative learning'],['No research basis mentioned'],"['4', '5']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
47269785,Cavaier (1998) CL,1998,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.2788,0.3351,['Post-test unadjusted (select one from this group)'],Achievement,With active control,['Sample: Average'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.2788,0.3351,NA,NA,NA,40,1,NA,['Primary/elementary school'],"['11', '10', '12']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",0.5,1,45,['Toolkit: Collaborative learning'],"['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)', 'Other (please specify)']",['2'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['Yes (Please highlight the relevant text.)'],['Yes (Please highlight the relevant text.)'],['Individual rewards for group performance?  (Please highlight the relevant text.)'],['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
47269786,Chalip (1978) CL,1978,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",0.064,0.4371,['Post-test unadjusted (select one from this group)'],Noun and Verb Identification Test (mean and SD) - Collaborative Learning,With business as usual,"['Sample: Low achievers', 'Sample: Average']",Literacy  reading other,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.064,0.4371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,['Primary/elementary school'],"['9', '10', '11']",NA,NA,['New Zealand'],['Individual RCT'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],5,5,15,['Toolkit: Collaborative learning'],"['Aronson: JIGSAW groups or Home/Expert groups', 'Other (please specify)', 'Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)']",['5'],['Peer collaboration during the task or process of the activity AND with a joint collaborative outcome BUT with different collaborative groups at different stages of the activity'],['Yes (Please highlight the relevant text.)'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099533,Chamberlain (2007),2007,['Journal article'],"['Collaborative learning', 'Metacognition and self-regulation', 'Reading comprehension strategies']","['Toolkit primary outcome', 'Reading primary outcome']",0.1343,0.0995,['Post-test adjusted for baseline attainment'],Gates Total,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1343,0.0995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,2,NA,['Middle school'],"['11', '12']",TRUE,69.0,['USA'],['Multisite RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],22,5,55,"['Toolkit: Collaborative learning', 'Toolkit: Metacognition and self-regulation', 'Toolkit: Reading comprehension strategies']",['No research basis mentioned'],"['4', '5']","['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for individual performance? (Please highlight the relevant text.)'],['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099553,Chang (1999),1999,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.09,0.08,NA,ESAT-Comprehension,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.09,0.08,NA,NA,NA,612,5,16,['Middle school'],"['14', '15']",NA,NA,['Taiwan'],['Prospective QED'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],4,NA,NA,['Toolkit: Collaborative learning'],['No research basis mentioned'],['6'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['No'],['No'],NA,['No'],['No'],['No'],NA
47269787,Chapman (1997) CL,1997,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3168,0.4108,['Post-test adjusted for baseline attainment'],Comprehension Combined theme (ANCOVA) - Collaborative Learning,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3168,0.4108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,1,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],4,5,30,['Toolkit: Collaborative learning'],"['Other (please specify)', 'Slavin & Madden: Cooperative Integrated Reading and Composition (CIRC)']",['4'],"['Peer collaboration on the task or during the activities, AND with a joint collaborative outcome AND with the same groups throughout']",['Yes (Please highlight the relevant text.)'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099480,Conring (2009),2009,['Dissertation or thesis'],['Collaborative learning'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4685,0.306,['Post-test unadjusted (select one from this group)'],Pearson Benchmark,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4685,0.306,NA,NA,NA,NA,NA,NA,44,1,2,['Primary/elementary school'],"['7', '8']",NA,NA,['USA'],['Prospective QED'],['Small group/intensive support (3-5)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],4,NA,NA,['Toolkit: Collaborative learning'],['Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)'],"['4', '5']","['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['Yes (Please highlight the relevant text.)'],['Group rewards for individual performance? (Please highlight the relevant text.)'],['No'],['No'],['No'],NA
38296678,Crawford (2014),2014,['Technical report'],"['Reading comprehension strategies', 'Collaborative learning', 'Metacognition and self-regulation']","['Toolkit primary outcome', 'Reading primary outcome']",0.09,0.066,['Post-test adjusted for baseline attainment AND clustering'],Collaborative Learning - reading comprehension ART,With active control,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.09,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202,41,NA,['Secondary/High school'],"['11', '12']",FALSE,33.48,"['UK (Select all that apply)', 'England']",['Cluster RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",32,4,60,['Toolkit: Collaborative learning'],['No research basis mentioned'],"['4', '5', '6', '7', '8', 'More than 8']","['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
43099598,Dalton (1989),1989,['Journal article'],['Collaborative learning'],"['Toolkit primary outcome', 'Science primary outcome']",0.9071,0.2722,['Post-test unadjusted (select one from this group)'],Post test score (anatomy of the human reproductive and urinary systems),With active control,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.9071,0.2722,NA,NA,NA,60,NA,NA,['Middle school'],"['13', '14']",NA,NA,['USA'],['Individual RCT'],"['Large group/class teaching (+6)', 'Paired learning']",['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Unclear/not specified'],0.1,1,30,['Toolkit: Collaborative learning'],"['Aronson: JIGSAW groups or Home/Expert groups', 'Slavin: Student Team Learning (STL )or Student-Teams-Achievement Divisions (STAD) or Team Games Tournament (TGT) or Team Assisted Individualisation (TAI)']",['2'],"['Peer collaboration during the tasks or activities, BUT with an individual outcome']",['No'],['No'],NA,['No'],['Yes (Please highlight the relevant text.)'],['No'],NA
